gene_name,Accession,Description,logFC,pvalue,AveExpr,Control_abundance,Penta_abundance,hit_annotation,LipidProbe
IFRD2,CAA73027.1,Interferon-related IFRD2 (PC4-B) protein [OS=Homo sapiens],0.37,0.840097315,18.83259356747613,408009.2483,525686.875,no hit,bf-GPI
PLD1,NP_002653.1,Phospholipase D1 isoform a [OS=Homo sapiens],0.37,0.760980475,20.00219665420452,917922.5706,1182424.995,no hit,bf-GPI
NADH dehydrogenase-ubiquinone Fe-S protein 2 precursor [Homo sapiens],AAC34362.1,NADH dehydrogenase-ubiquinone Fe-S protein 2 precursor [OS=Homo sapiens],0.36,0.725444715,20.72035777905071,1480734.598,1974513.273,no hit,bf-GPI
HO57,AAA58661.1,"vacuolar H+-ATPase 56,000 subunit [OS=Homo sapiens]",0.36,0.414924477,22.872698586016213,7672557.646,7687694.745,no hit,bf-GPI
BAB15621.1,BAB15621.1,unnamed protein product [OS=Homo sapiens],0.36,0.828690618,19.349483474565282,603722.8373,732272.4375,no hit,bf-GPI
POFUT1,NP_056167.1,GDP-fucose protein O-fucosyltransferase 1 isoform 1 precursor [OS=Homo sapiens],0.36,0.416646707,23.04745712313279,7773518.262,9564757.798,no hit,bf-GPI
VPS35L,Q7Z3J2.2,RecName: Full=UPF0505 protein C16orf62; AltName: Full=Esophageal cancer-associated protein [OS=Homo sapiens],0.36,0.846090244,17.893731298183983,213076.4637,273980.6051,no hit,bf-GPI
U2AF2,NP_009210.1,Splicing factor U2AF 65 kDa subunit isoform a [OS=Homo sapiens],0.36,0.187764014,24.799948106060096,21950701.86,36468856.1,no hit,bf-GPI
"proteasome 26S non-ATPase subunit 2 variant, partial [Homo sapiens]",BAD93080.1,"proteasome 26S non-ATPase subunit 2 variant, partial [OS=Homo sapiens]",0.36,0.187988163,24.418613371764206,20867200.48,23983070.68,no hit,bf-GPI
C3orf26,AAH06475.1,Chromosome 3 open reading frame 26 [OS=Homo sapiens],0.36,0.87797054,16.319131710679486,71604.46671,91918.26884,no hit,bf-GPI
LPCAT4,NP_705841.2,lysophospholipid acyltransferase LPCAT4 [OS=Homo sapiens],0.36,0.853186205,18.187041174146866,267161.7991,329701.5637,no hit,bf-GPI
TEX10,AAH30652.1,Testis expressed 10 [OS=Homo sapiens],0.36,0.521036118,22.37886145294836,4802245.939,6105589.11,no hit,bf-GPI
HOOK3,NP_115786.1,Protein Hook homolog 3 [OS=Homo sapiens],0.36,0.76309742,20.266045140557736,1228226.007,1293613.688,no hit,bf-GPI
NFIC,XP_016882323.1,PREDICTED: nuclear factor 1 C-type isoform X1 [OS=Homo sapiens],0.36,0.684665166,21.42189353039677,2748796.084,2870248.943,no hit,bf-GPI
hCG2044065 [Homo sapiens],EAW97066.1,hCG2044065 [OS=Homo sapiens],0.36,0.719507667,20.663110403367128,1362878.112,1957947.201,no hit,bf-GPI
rab GDI alpha [Homo sapiens],BAA08078.1,rab GDI alpha [OS=Homo sapiens],0.36,0.621563161,22.126228371322195,2906301.863,6249332.202,no hit,bf-GPI
NDUFB10,NP_004539.1,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 [OS=Homo sapiens],0.36,0.377852261,23.199326208069284,9004270.664,10258691.14,no hit,bf-GPI
YWHAQ,EAX00978.1,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide, isoform CRA_b [OS=Homo sapiens]",0.36,0.844756362,17.264773817593163,138167.4907,176784.8085,no hit,bf-GPI
DKFZp686G0852,CAD97651.1,Hypothetical protein [OS=Homo sapiens],0.35,0.693337158,21.648897520305052,2307555.502,4268985.352,no hit,bf-GPI
GTF2B,EAW73160.1,"general transcription factor IIB, isoform CRA_b [OS=Homo sapiens]",0.35,0.292938659,23.483954348702685,9665589.852,13798551.78,no hit,bf-GPI
MAP2K2,XP_016882478.1,PREDICTED: dual specificity mitogen-activated protein kinase kinase 2 isoform X1 [OS=Homo sapiens],0.35,0.518258902,22.554607443014138,5865039.57,6455887.203,no hit,bf-GPI
"transitional epithelia response protein variant, partial [Homo sapiens]",BAD96528.1,"transitional epithelia response protein variant, partial [OS=Homo sapiens]",0.35,0.881087628,14.352497414542773,18373.98209,23463.1812,no hit,bf-GPI
BAF85694.1,BAF85694.1,unnamed protein product [OS=Homo sapiens],0.35,0.884199247,15.288853373225626,35207.91393,44855.38122,no hit,bf-GPI
PHIP,Q8WWQ0.2,RecName: Full=PH-interacting protein; Short=PHIP; AltName: Full=IRS-1 PH domain-binding protein; AltName: Full=WD repeat-containing protein 11 [OS=Homo sapiens],0.35,0.726706823,20.584799063459425,1416524.198,1728847.455,no hit,bf-GPI
ALDH5A1,NP_733936.1,"succinate-semialdehyde dehydrogenase, mitochondrial isoform 1 precursor [OS=Homo sapiens]",0.35,0.859225706,16.925542030649392,110029.5868,138928.2718,no hit,bf-GPI
CLINT1,NP_001182484.1,clathrin interactor 1 isoform 1 [OS=Homo sapiens],0.35,0.658797446,22.024789226009954,4077181.292,4456810.108,no hit,bf-GPI
SEPHS1,NP_036379.2,"Selenide, water dikinase 1 isoform 1 [OS=Homo sapiens]",0.35,0.70965797,21.714686828114747,3115962.103,3767423.155,no hit,bf-GPI
NKRF,NP_001166958.1,NF-kappa-B-repressing factor isoform 1 [OS=Homo sapiens],0.35,0.872561642,16.753719308112935,91840.75708,129164.216,no hit,bf-GPI
biliverdin-IX alpha reductase [Homo sapiens],AAC35588.1,biliverdin-IX alpha reductase [OS=Homo sapiens],0.35,0.539028233,22.600616494546156,4852951.948,7867234.615,no hit,bf-GPI
P5CDh,AAC50500.1,pyrroline-5-carboxylate dehydrogenase [OS=Homo sapiens],0.35,0.3529184,23.35008682259283,10071430.57,11313435.3,no hit,bf-GPI
FH,EAW70091.1,"fumarate hydratase, isoform CRA_b [OS=Homo sapiens]",0.34,0.226911395,25.664803167517704,46442175.33,59948993.93,no hit,bf-GPI
ITGAV,P06756.2,RecName: Full=Integrin alpha-V; AltName: Full=Vitronectin receptor; AltName: Full=Vitronectin receptor subunit alpha; AltName: CD_antigen=CD51; Contains: RecName: Full=Integrin alpha-V heavy chain; Contains: RecName: Full=Integrin alpha-V light chain; Flags: Precursor [OS=Homo sapiens],0.34,0.478655101,22.858130869582183,6305713.962,8900217.625,no hit,bf-GPI
PECI,EAW55163.1,"peroxisomal D3,D2-enoyl-CoA isomerase, isoform CRA_e [OS=Homo sapiens]",0.34,0.687995353,21.731150214516166,2514337.201,4448048.05,no hit,bf-GPI
EEF2,AAH06547.1,"EEF2 protein, partial [OS=Homo sapiens]",0.34,0.232804633,25.286314863433923,33952315.79,47888368.01,no hit,bf-GPI
BAG56770.1,BAG56770.1,unnamed protein product [OS=Homo sapiens],0.34,0.878392093,16.161688697541095,53272.41354,93344.16286,no hit,bf-GPI
DKFZp686M22160,CAD98028.1,"hypothetical protein, partial [OS=Homo sapiens]",0.34,0.794337891,20.100589744732627,910555.4734,1338035.378,no hit,bf-GPI
BAA91803.1,BAA91803.1,unnamed protein product [OS=Homo sapiens],0.34,0.46500259,22.789215126491772,6622874.064,7873765.012,no hit,bf-GPI
DKFZp451I053,CAD89916.1,"hypothetical protein, partial [OS=Homo sapiens]",0.34,0.73803219900000006,20.593642067054812,1248861.609,1915848.817,no hit,bf-GPI
"sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase) variant, partial [Homo sapiens]",BAD96662.1,"sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase) variant, partial [OS=Homo sapiens]",0.34,0.321417136,23.543439791683518,9014107.998,15437733.62,no hit,bf-GPI
RBMS2,XP_006719604.1,"PREDICTED: RNA-binding motif, single-stranded-interacting protein 2 isoform X1 [OS=Homo sapiens]",0.34,0.788339718,19.966735894680028,905360.4243,1143990.894,no hit,bf-GPI
BAG51639.1,BAG51639.1,unnamed protein product [OS=Homo sapiens],0.34,0.7968832,20.22311218767041,1144350.144,1303548.151,no hit,bf-GPI
MAT2B,AAH66645.1,"Methionine adenosyltransferase II, beta [OS=Homo sapiens]",0.33,0.48919974,22.90374509324266,7897566.128,7796818.137,no hit,bf-GPI
ADH5,EAX06085.1,"alcohol dehydrogenase 5 (class III), chi polypeptide, isoform CRA_b [OS=Homo sapiens]",0.33,0.245000214,24.27116921127887,17733980.05,22759020.38,no hit,bf-GPI
SYNE1,XP_006715470.1,PREDICTED: nesprin-1 isoform X1 [OS=Homo sapiens],0.33,0.831560829,19.62390822611172,715503.4104,900398.5353,no hit,bf-GPI
GPX1,NP_000572.2,Glutathione peroxidase 1 isoform 1 [OS=Homo sapiens],0.33,0.870676087,18.814049996489523,340959.1176,580812.6124,no hit,bf-GPI
SNX5,AAH62638.1,"SNX5 protein, partial [OS=Homo sapiens]",0.33,0.804610205,19.958369585271743,902815.976,1134685.375,no hit,bf-GPI
CNOT1,ABQ66268.1,CNOT1 [OS=Homo sapiens],0.33,0.381596943,23.36667733084573,10033749.39,11598454.68,no hit,bf-GPI
UGDH,XP_005262724.1,PREDICTED: UDP-glucose 6-dehydrogenase isoform X1 [OS=Homo sapiens],0.33,0.311500968,23.83337948329926,14180541.01,15714015.72,no hit,bf-GPI
CAA05832.1,CAA05832.1,unnamed protein product [OS=Homo sapiens],0.33,0.854628107,19.586815046483146,698442.3038,876442.6875,no hit,bf-GPI
MAP7D1,NP_060537.3,MAP7 domain-containing protein 1 isoform 1 [OS=Homo sapiens],0.33,0.748937538,20.60062974950522,1417635.208,1762440.65,no hit,bf-GPI
IDH3G,AAH01902.1,Isocitrate dehydrogenase 3 (NAD+) gamma [OS=Homo sapiens],0.33,0.506736069,23.04239196352227,8104124.438,9173385.384,no hit,bf-GPI
ACT,AAX82193.1,"Actin-like protein, partial [OS=Homo sapiens]",0.33,0.450034776,23.191404945737272,8497921.79,10659564.61,no hit,bf-GPI
C7orf50,XP_011513883.1,PREDICTED: uncharacterized protein C7orf50 isoform X4 [OS=Homo sapiens],0.33,0.757190988,21.494979286436724,1497753.326,4413281.486,no hit,bf-GPI
TTN,NP_001254479.2,titin isoform IC [OS=Homo sapiens],0.33,0.885551993,16.11025265776038,42795.77891,98685.59983,no hit,bf-GPI
Pak2,AAA65442.1,p21-activated protein kinase [OS=Homo sapiens],0.33,0.724422919,21.72553697090798,2493050.863,4442297.743,no hit,bf-GPI
HUS1,XP_016867604.1,PREDICTED: checkpoint protein HUS1 isoform X1 [OS=Homo sapiens],0.33,0.819434655,19.92927698827351,886175.2858,1110650.43,no hit,bf-GPI
CUL2,XP_011518045.1,PREDICTED: cullin-2 isoform X1 [OS=Homo sapiens],0.32,0.71544738,21.3042178410613,2296184.216,2882728.6,no hit,bf-GPI
TXNDC4 [Homo sapiens],AAQ89407.1,TXNDC4 [OS=Homo sapiens],0.32,0.437035927,23.230819770234504,8401459.482,11286629.81,no hit,bf-GPI
BAG61467.1,BAG61467.1,unnamed protein product [OS=Homo sapiens],0.32,0.284168984,24.62320272534492,21628903.06,30054678.93,no hit,bf-GPI
HARS2,XP_011535921.1,"PREDICTED: probable histidine--tRNA ligase, mitochondrial isoform X1 [OS=Homo sapiens]",0.32,0.748937538,21.695107228156235,2698049.439,4092548.706,no hit,bf-GPI
UBA52,XP_016882687.1,PREDICTED: ubiquitin-60S ribosomal protein L40 isoform X1 [OS=Homo sapiens],0.32,0.286342547,27.922173906136656,211949421.9,296727325.4,no hit,bf-GPI
PEF1,NP_036524.1,Peflin [OS=Homo sapiens],0.32,0.866921884,18.674463517590098,372213.8864,464551.4239,no hit,bf-GPI
"CDC42 GTPase-activating protein, partial [Homo sapiens]",AAA16142.1,"CDC42 GTPase-activating protein, partial [OS=Homo sapiens]",0.32,0.288789127,24.796450815658297,26315403.28,31962709.18,no hit,bf-GPI
PGD,NP_002622.2,"6-phosphogluconate dehydrogenase, decarboxylating isoform 1 [OS=Homo sapiens]",0.32,0.288878263,26.300008839599926,73504821.65,91737596.81,no hit,bf-GPI
LUC7L3,NP_001317259.1,luc7-like protein 3 isoform 2 [OS=Homo sapiens],0.32,0.757197697,21.639659574486707,2802157.38,3732406.736,no hit,bf-GPI
RAB1A,EAW99923.1,"RAB1A, member RAS oncogene family, isoform CRA_f [OS=Homo sapiens]",0.32,0.493129559,23.146717311647183,8941168.146,9632009.286,no hit,bf-GPI
UTP14A,NP_006640.2,U3 small nucleolar RNA-associated protein 14 homolog A isoform 1 [OS=Homo sapiens],0.32,0.746049533,21.456936754649913,2400524.923,3356678.486,no hit,bf-GPI
GSK3B,NP_002084.2,glycogen synthase kinase-3 beta isoform 1 [OS=Homo sapiens],0.32,0.864173537,18.387122687252816,305338.9987,380315.7031,no hit,bf-GPI
NUDCD1,AAH00967.2,NudC domain containing 1 [OS=Homo sapiens],0.32,0.816809154,19.996277121923487,964501.7606,1127245.51,no hit,bf-GPI
SOD1,AAB05662.1,Cu/Zn-superoxide dismutase [OS=Homo sapiens],0.32,0.292938659,24.65828405093035,29771003.2,23184748.43,no hit,bf-GPI
"PRPF4 protein variant, partial [Homo sapiens]",BAD93034.1,"PRPF4 protein variant, partial [OS=Homo sapiens]",0.32,0.599571439,22.339745959430157,4143273.158,6472793.211,no hit,bf-GPI
PRUNE,EAW53485.1,"prune homolog (Drosophila), isoform CRA_a [OS=Homo sapiens]",0.32,0.8698833,19.448136418293462,637257.1375,793290.8059,no hit,bf-GPI
FAF2,NP_055428.1,FAS-associated factor 2 [OS=Homo sapiens],0.32,0.55321916,22.8221806338239,5434719.158,9396980.858,no hit,bf-GPI
RALY,EAW76289.1,"RNA binding protein, autoantigenic (hnRNP-associated with lethal yellow homolog (mouse)), isoform CRA_c [OS=Homo sapiens]",0.32,0.367686809,23.46773886335075,9728795.058,13473092.83,no hit,bf-GPI
PHB2,NP_001138303.1,Prohibitin-2 isoform 1 [OS=Homo sapiens],0.31,0.292938659,26.849287697700007,115620307.4,126187854,no hit,bf-GPI
SFRS6,EAW75966.1,"splicing factor, arginine/serine-rich 6, isoform CRA_c [OS=Homo sapiens]",0.31,0.788087856,20.71156903194651,1430412.599,2003850.248,no hit,bf-GPI
WBP11,NP_057396.1,WW domain-binding protein 11 [OS=Homo sapiens],0.31,0.779157628,20.535716042976617,1520462.902,1519697.563,no hit,bf-GPI
BAD18608.1,BAD18608.1,unnamed protein product [OS=Homo sapiens],0.31,0.868691549,18.429418007416654,314802.11,391251.4035,no hit,bf-GPI
hyaluronan synthase [Homo sapiens],AAC50706.1,hyaluronan synthase [OS=Homo sapiens],0.31,0.778234778,21.505509364590402,2655781.665,3298554.999,no hit,bf-GPI
MRPS9,NP_872578.1,"28S ribosomal protein S9, mitochondrial [OS=Homo sapiens]",0.31,0.7284861,21.30871331833091,2681324.138,2513751.481,no hit,bf-GPI
BAG36280.1,BAG36280.1,unnamed protein product [OS=Homo sapiens],0.31,0.779255186,21.486575824887012,2622357.754,3254346.334,no hit,bf-GPI
exportin t [Homo sapiens],AAC39793.1,Exportin T [OS=Homo sapiens],0.31,0.67879472,22.15309265458383,4595936.633,4731780.8,no hit,bf-GPI
BAG54722.1,BAG54722.1,unnamed protein product [OS=Homo sapiens],0.31,0.485316233,23.203187881211623,8435196.784,10879395.41,no hit,bf-GPI
LOC105369243,XP_011506901.1,PREDICTED: sulfotransferase 1A3 isoform X1 [OS=Homo sapiens],0.31,0.872395058,19.561321898725247,683049.415,864251,no hit,bf-GPI
GOLGA2,XP_005251987.1,PREDICTED: golgin subfamily A member 2 isoform X1 [OS=Homo sapiens],0.31,0.714606762,21.87797838848653,3043349.39,4664935.105,no hit,bf-GPI
ERMP1,NP_079172.2,Endoplasmic reticulum metallopeptidase 1 [OS=Homo sapiens],0.31,0.600006821,22.570260215832047,5267850.154,7187482.486,no hit,bf-GPI
APE,AAA58371.1,apurinic endonuclease [OS=Homo sapiens],0.31,0.301604635,25.725907933246724,46445853.18,64548260.93,no hit,bf-GPI
band 7.2b stomatin [Homo sapiens],AAC50296.1,band 7.2b stomatin [OS=Homo sapiens],0.31,0.326908197,24.10133484474182,14676405.42,21319634.06,no hit,bf-GPI
BRAT1,XP_011513479.1,PREDICTED: BRCA1-associated ATM activator 1 isoform X1 [OS=Homo sapiens],0.31,0.722329027,21.815059454709903,3136270.78,4243064.598,no hit,bf-GPI
PNPLA6,Q8IY17.2,RecName: Full=Neuropathy target esterase; AltName: Full=Patatin-like phospholipase domain-containing protein 6 [OS=Homo sapiens],0.31,0.30537266,26.622021751197938,88675693.48,117889473.3,no hit,bf-GPI
ATRX,P46100.5,RecName: Full=Transcriptional regulator ATRX; AltName: Full=ATP-dependent helicase ATRX; AltName: Full=X-linked helicase II; AltName: Full=X-linked nuclear protein; Short=XNP; AltName: Full=Znf-HX [OS=Homo sapiens],0.31,0.872561642,19.39004718797296,611738.9332,762353.084,no hit,bf-GPI
ENO3,AAH17249.1,"Enolase 3 (beta, muscle) [OS=Homo sapiens]",0.31,0.305975343,25.063103146776747,34399749.93,35709581.76,no hit,bf-GPI
DA41,BAB20436.1,DA41 [OS=Homo sapiens],0.31,0.549867817,23.012033123541197,9803588.615,7114146.743,no hit,bf-GPI
MAP1S,XP_016882419.1,PREDICTED: microtubule-associated protein 1S isoform X1 [OS=Homo sapiens],0.31,0.87849815,19.205815836901298,540651.6842,668711.25,no hit,bf-GPI
EDD1,EAW91846.1,"E3 ubiquitin protein ligase, HECT domain containing, 1, isoform CRA_d [OS=Homo sapiens]",0.31,0.844044897,19.903182893099572,1000456.964,960576.73,no hit,bf-GPI
P31,CAA50592.1,vacuolar proton atpase [OS=Homo sapiens],0.31,0.558508719,22.73482915929321,6473204.654,7487120.025,no hit,bf-GPI
"COP9 constitutive photomorphogenic homolog subunit 2 variant, partial [Homo sapiens]",BAD93036.1,"COP9 constitutive photomorphogenic homolog subunit 2 variant, partial [OS=Homo sapiens]",0.31,0.393002181,23.543596039341047,10069819.82,14384670.14,no hit,bf-GPI
EVPL,AAI43815.1,evpl protein [OS=Homo sapiens],0.31,0.308416114,24.68197369267586,20309943.27,33522541.89,no hit,bf-GPI
DPP7,XP_005266132.1,PREDICTED: dipeptidyl peptidase 2 isoform X1 [OS=Homo sapiens],0.31,0.883506,19.102814735142857,537543.4853,588487.2181,no hit,bf-GPI
BAG63985.1,BAG63985.1,unnamed protein product [OS=Homo sapiens],0.31,0.368141299,23.847503175022258,15250326.7,14938328.91,no hit,bf-GPI
ATP13A1,NP_065143.2,manganese-transporting ATPase 13A1 [OS=Homo sapiens],0.31,0.895074706,16.20468423587487,56315.41426,94736.4261,no hit,bf-GPI
PBGD,AAA60029.1,hydroxymethylbilane synthase [OS=Homo sapiens],0.3,0.779255186,20.848647502822732,1397039,2379537.297,no hit,bf-GPI
RPS9,AAI41921.1,"RPS9 protein, partial [OS=Homo sapiens]",0.3,0.880263393,18.693278131289066,379399.15870000003,468350.123,no hit,bf-GPI
CRK,NP_058431.2,adapter molecule crk isoform a [OS=Homo sapiens],0.3,0.54768302,22.78245023202234,5476831.531,8951990.948,no hit,bf-GPI
ubiquitin-like product Chap1/Dsk2 [Homo sapiens],AAF17237.1,ubiquitin-like product Chap1/Dsk2 [OS=Homo sapiens],0.3,0.642683818,22.315623381322755,4908160.784,5531875.436,no hit,bf-GPI
LAMB2,AAA59488.1,laminin B2 precursor [OS=Homo sapiens],0.3,0.657274108,22.28987910527443,4346452.643,5908937.956,no hit,bf-GPI
EIF-2B-delta-like protein [Homo sapiens],AAQ13438.1,EIF-2B-delta-like protein [OS=Homo sapiens],0.3,0.558943817,22.69676950246589,4781235.682,8815617.891,no hit,bf-GPI
SHPK,Q9UHJ6.3,RecName: Full=Sedoheptulokinase; Short=SHK; AltName: Full=Carbohydrate kinase-like protein [OS=Homo sapiens],0.3,0.895074706,16.75920108353584,99374.84834,122471.4697,no hit,bf-GPI
PRPF19,EAW73904.1,"PRP19/PSO4 pre-mRNA processing factor 19 homolog (S. cerevisiae), isoform CRA_a [OS=Homo sapiens]",0.3,0.322341506,25.017346045913218,26772760.56,41147847.83,no hit,bf-GPI
GTPase-interacting protein 2 [Homo sapiens],AAG45221.1,GTPase-interacting protein 2 [OS=Homo sapiens],0.3,0.884490471,17.994298151827287,259050.5659,263169.4219,no hit,bf-GPI
ATG3,EAW79671.1,"ATG3 autophagy related 3 homolog (S. cerevisiae), isoform CRA_d [OS=Homo sapiens]",0.3,0.787650405,21.63926037475352,2840289.557,3692466.668,no hit,bf-GPI
MRPL1,NP_064621.3,"39S ribosomal protein L1, mitochondrial precursor [OS=Homo sapiens]",0.3,0.558508719,22.933404042461724,6619316.296,9401052.707,no hit,bf-GPI
"NADH dehydrogenase (ubiquinone) flavoprotein 1, 51kDa variant, partial [Homo sapiens]",BAD96781.1,"NADH dehydrogenase (ubiquinone) flavoprotein 1, 51kDa variant, partial [OS=Homo sapiens]",0.3,0.71567156,21.854840774768967,3627571.271,3958075.563,no hit,bf-GPI
BAA92020.1,BAA92020.1,unnamed protein product [OS=Homo sapiens],0.3,0.78625428,21.640924490594642,2681571.731,3858724.227,no hit,bf-GPI
BAG65068.1,BAG65068.1,unnamed protein product [OS=Homo sapiens],0.3,0.677071702,22.17658183393763,3777249.333,5703580.004,no hit,bf-GPI
MYO15B,Q96JP2.2,RecName: Full=Unconventional myosin-XVB; AltName: Full=Myosin XVBP; AltName: Full=Unconventional myosin-15B [OS=Homo sapiens],0.3,0.328521376,26.735438541077812,101061712.5,122397849.8,no hit,bf-GPI
PTEN,DAA64601.1,TPA_exp: mitochondrial PTENalpha [OS=Homo sapiens],0.3,0.879723968,19.244485980356757,577997.4153,664219.7521,no hit,bf-GPI
BAG34912.1,BAG34912.1,unnamed protein product [OS=Homo sapiens],0.3,0.709048952,22.12969976422915,2107286.552,7070404.199,no hit,bf-GPI
TUT1,Q9H6E5.2,RecName: Full=Speckle targeted PIP5K1A-regulated poly(A) polymerase; Short=Star-PAP; AltName: Full=RNA-binding motif protein 21; Short=RNA-binding protein 21; AltName: Full=U6 snRNA-specific terminal uridylyltransferase 1; Short=U6-TUTase [OS=Homo sapiens],0.3,0.884490471,19.428028723901658,632952.2485,777795.6051,no hit,bf-GPI
TETRAN,EAW82497.1,"tetracycline transporter-like protein, isoform CRA_b [OS=Homo sapiens]",0.3,0.806709836,20.44864030874698,1430900.086,1431195.271,no hit,bf-GPI
ABC2,AAL83913.1,amplified in breast cancer 2 [OS=Homo sapiens],0.3,0.885551993,19.05017622613457,321875.767,763810.795,no hit,bf-GPI
BRE,EAX00542.1,"brain and reproductive organ-expressed (TNFRSF1A modulator), isoform CRA_a [OS=Homo sapiens]",0.3,0.645953243,22.367036225501593,5380035.897,5438757.16,no hit,bf-GPI
BAG57069.1,BAG57069.1,unnamed protein product [OS=Homo sapiens],0.3,0.788087856,21.02954583371789,1165332.585,3115754.742,no hit,bf-GPI
IFI16,Q16666.3,RecName: Full=Gamma-interferon-inducible protein 16; Short=Ifi-16; AltName: Full=Interferon-inducible myeloid differentiation transcriptional activator [OS=Homo sapiens],0.29,0.793647765,21.083097023981107,1762123.993,2680858.494,no hit,bf-GPI
GTF3C1,EAW55745.1,"general transcription factor IIIC, polypeptide 1, alpha 220kDa, isoform CRA_b [OS=Homo sapiens]",0.29,0.793213055,20.766700088509317,1671838.983,1896200.35,no hit,bf-GPI
