Gene,Protein.ID,Protein.Description,logFC,AveExpr,comparison.label,sample,pvalue,hit_annotation
RPL24,P83731,60S ribosomal protein L24,-0.801595676,23.50143547,PA_UV vs PA_NoUV,membrane,0.251766355,no hit
EIF1AX,P47813,"Eukaryotic translation initiation factor 1A, X-chromosomal",-0.779830438,20.76714892,PA_UV vs PA_NoUV,membrane,0.254184501,no hit
MVP,Q14764,Major vault protein,-0.369573019,19.70581591,PA_UV vs PA_NoUV,membrane,0.254351746,no hit
M6PR,P20645,Cation-dependent mannose-6-phosphate receptor,-0.413873047,23.27435831,PA_UV vs PA_NoUV,membrane,0.254480105,no hit
RPS23,P62266,40S ribosomal protein S23,-0.720609665,22.53976506,PA_UV vs PA_NoUV,membrane,0.254551137,no hit
RPL10,P27635,60S ribosomal protein L10,-0.522427885,22.87079843,PA_UV vs PA_NoUV,membrane,0.256037463,no hit
TAP1,Q03518,Antigen peptide transporter 1,0.214297746,18.99062441,PA_UV vs PA_NoUV,membrane,0.258017899,no hit
RPS3,P23396,40S ribosomal protein S3,-0.704760994,23.81079942,PA_UV vs PA_NoUV,membrane,0.258510659,no hit
LONP1,P36776,"Lon protease homolog, mitochondrial",0.546623733,19.77286634,PA_UV vs PA_NoUV,membrane,0.260354379,no hit
SVIP,Q8NHG7,Small VCP/p97-interacting protein,0.471780046,18.57351957,PA_UV vs PA_NoUV,membrane,0.260889526,no hit
RPL4,P36578,60S ribosomal protein L4,-0.781865611,24.37096079,PA_UV vs PA_NoUV,membrane,0.261436501,no hit
PSMA1,P25786,Proteasome subunit alpha type-1,-0.167544759,20.46041541,PA_UV vs PA_NoUV,membrane,0.26418415,no hit
PLEC,Q15149,Plectin,-0.364453139,23.26581315,PA_UV vs PA_NoUV,membrane,0.26450812,no hit
RPL5,P46777,60S ribosomal protein L5,-0.535447229,23.98272342,PA_UV vs PA_NoUV,membrane,0.265023336,no hit
RPS2,P15880,40S ribosomal protein S2,-0.807862177,23.32812182,PA_UV vs PA_NoUV,membrane,0.266059763,no hit
RPL22,P35268,60S ribosomal protein L22,-0.834790613,21.59820832,PA_UV vs PA_NoUV,membrane,0.26617747,no hit
SLC5A3,P53794,Sodium/myo-inositol cotransporter,0.227089655,19.78057154,PA_UV vs PA_NoUV,membrane,0.266797504,no hit
SSB,P05455,Lupus La protein,-0.424838839,21.61758484,PA_UV vs PA_NoUV,membrane,0.267332578,no hit
NPR3,P17342,Atrial natriuretic peptide receptor 3,0.278272811,21.37926205,PA_UV vs PA_NoUV,membrane,0.267505787,no hit
CAP1,Q01518,Adenylyl cyclase-associated protein 1,-0.324558174,22.05729309,PA_UV vs PA_NoUV,membrane,0.268330742,no hit
RPL34,P49207,60S ribosomal protein L34,-0.866635054,22.97863035,PA_UV vs PA_NoUV,membrane,0.269559331,no hit
RPS14,P62263,40S ribosomal protein S14,-0.623362823,22.44805796,PA_UV vs PA_NoUV,membrane,0.27039778,no hit
TPM4,P67936,Tropomyosin alpha-4 chain,0.367090648,20.58704091,PA_UV vs PA_NoUV,membrane,0.270477776,no hit
TUFM,P49411,"Elongation factor Tu, mitochondrial",0.498355553,22.61435003,PA_UV vs PA_NoUV,membrane,0.271824868,no hit
CD109,Q6YHK3,CD109 antigen,0.381339329,24.26470353,PA_UV vs PA_NoUV,membrane,0.27250818,no hit
LGALS3BP,Q08380,Galectin-3-binding protein,0.199746058,20.28507232,PA_UV vs PA_NoUV,membrane,0.272620641,no hit
ERGIC1,Q969X5,Endoplasmic reticulum-Golgi intermediate compartment protein 1,-0.153239681,20.9454797,PA_UV vs PA_NoUV,membrane,0.273112207,no hit
FARP1,Q9Y4F1,"FERM, ARHGEF and pleckstrin domain-containing protein 1",0.281923289,19.69945141,PA_UV vs PA_NoUV,membrane,0.274018045,no hit
FUBP1,Q96AE4,Far upstream element-binding protein 1,-0.241436466,23.56013824,PA_UV vs PA_NoUV,membrane,0.274271357,no hit
IGF2BP3,O00425,Insulin-like growth factor 2 mRNA-binding protein 3,-0.523217509,21.17656811,PA_UV vs PA_NoUV,membrane,0.275606368,no hit
RPS20,P60866,40S ribosomal protein S20,-0.681887629,21.99730975,PA_UV vs PA_NoUV,membrane,0.276143012,no hit
RPS15,P62841,40S ribosomal protein S15,-0.535361059,21.19761878,PA_UV vs PA_NoUV,membrane,0.276440159,no hit
SCP2,P22307,Sterol carrier protein 2,0.470368349,20.52820033,PA_UV vs PA_NoUV,membrane,0.27892421,no hit
ADPGK,Q9BRR6,ADP-dependent glucokinase,0.189489128,19.57929901,PA_UV vs PA_NoUV,membrane,0.279846254,no hit
APMAP,Q9HDC9,Adipocyte plasma membrane-associated protein,0.335392963,22.93259955,PA_UV vs PA_NoUV,membrane,0.279950663,no hit
AHCY,P23526,Adenosylhomocysteinase,-0.233421121,19.44033709,PA_UV vs PA_NoUV,membrane,0.280093145,no hit
RANBP2,P49792,E3 SUMO-protein ligase RanBP2,0.194494866,17.8932662,PA_UV vs PA_NoUV,membrane,0.280388242,no hit
RPL23A,P62750,60S ribosomal protein L23a,-0.743988082,22.76455738,PA_UV vs PA_NoUV,membrane,0.280960645,no hit
PRRC2C,Q9Y520,Protein PRRC2C,-0.390465659,18.70187186,PA_UV vs PA_NoUV,membrane,0.283047171,no hit
RPS17,P08708,40S ribosomal protein S17,-0.686998413,21.91186688,PA_UV vs PA_NoUV,membrane,0.283503203,no hit
RPL9P9,P32969,60S ribosomal protein L9,-0.777525643,21.6987877,PA_UV vs PA_NoUV,membrane,0.283732722,no hit
EIF3G,O75821,Eukaryotic translation initiation factor 3 subunit G,-0.547011142,20.97038447,PA_UV vs PA_NoUV,membrane,0.285397725,no hit
RPS6,P62753,40S ribosomal protein S6,-0.73981641,23.07830141,PA_UV vs PA_NoUV,membrane,0.285428783,no hit
ERH,P84090,Enhancer of rudimentary homolog,-0.375473512,20.53459871,PA_UV vs PA_NoUV,membrane,0.285677585,no hit
YTHDF3,Q7Z739,YTH domain-containing family protein 3,-0.295902528,19.86481414,PA_UV vs PA_NoUV,membrane,0.2857477,no hit
FLOT1,O75955,Flotillin-1,0.289377723,20.07152784,PA_UV vs PA_NoUV,membrane,0.285872032,no hit
PDHA1,P08559,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",0.436237946,19.34709266,PA_UV vs PA_NoUV,membrane,0.286099405,no hit
SLC33A1,O00400,Acetyl-coenzyme A transporter 1,0.467258422,18.96539829,PA_UV vs PA_NoUV,membrane,0.286333564,no hit
SYNCRIP,O60506,Heterogeneous nuclear ribonucleoprotein Q,-0.556337848,22.79910977,PA_UV vs PA_NoUV,membrane,0.286808745,no hit
RPS18,P62269,40S ribosomal protein S18,-0.693748991,23.64983913,PA_UV vs PA_NoUV,membrane,0.287005365,no hit
SCD,O00767,Stearoyl-CoA desaturase,0.388075863,20.51205902,PA_UV vs PA_NoUV,membrane,0.287247478,no hit
ACADVL,P49748,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",0.24441932,18.19372032,PA_UV vs PA_NoUV,membrane,0.287722072,no hit
RPL7A,P62424,60S ribosomal protein L7a,-0.724354375,23.68470121,PA_UV vs PA_NoUV,membrane,0.288688866,no hit
EMC1,Q8N766,ER membrane protein complex subunit 1,0.367357844,18.52119141,PA_UV vs PA_NoUV,membrane,0.289139442,no hit
DAB2,P98082,Disabled homolog 2,0.146113004,18.5506001,PA_UV vs PA_NoUV,membrane,0.289584334,no hit
LDLR,P01130,Low-density lipoprotein receptor,-0.261988552,22.70892172,PA_UV vs PA_NoUV,membrane,0.289751614,no hit
ERLIN1,O75477,Erlin-1,0.665319576,19.64054787,PA_UV vs PA_NoUV,membrane,0.290014024,no hit
LRPAP1,P30533,Alpha-2-macroglobulin receptor-associated protein,0.341339123,18.76621326,PA_UV vs PA_NoUV,membrane,0.291142092,no hit
COPB2,P35606,Coatomer subunit beta',-0.365165844,19.93501687,PA_UV vs PA_NoUV,membrane,0.292103183,no hit
RPS5,P46782,40S ribosomal protein S5,-0.683881158,23.08834219,PA_UV vs PA_NoUV,membrane,0.292138594,no hit
RPS29,P62273,40S ribosomal protein S29,-0.526783886,21.62319109,PA_UV vs PA_NoUV,membrane,0.292664564,no hit
VBP1,P61758,Prefoldin subunit 3,-0.33189221,19.51887467,PA_UV vs PA_NoUV,membrane,0.292888515,no hit
FMR1,Q06787,Fragile X messenger ribonucleoprotein 1,-0.486615014,20.74689827,PA_UV vs PA_NoUV,membrane,0.293284816,no hit
FYN,P06241,Tyrosine-protein kinase Fyn,0.40746542,19.67941101,PA_UV vs PA_NoUV,membrane,0.293331662,no hit
YIPF5,Q969M3,Protein YIPF5,-0.294752958,19.36653322,PA_UV vs PA_NoUV,membrane,0.293511749,no hit
JAK1,P23458,Tyrosine-protein kinase JAK1,0.369908736,19.61936012,PA_UV vs PA_NoUV,membrane,0.295058211,no hit
COPA,P53621,Coatomer subunit alpha,-0.385010361,20.23007427,PA_UV vs PA_NoUV,membrane,0.295221427,no hit
FAM3C,Q92520,Protein FAM3C,-0.231723919,21.47801459,PA_UV vs PA_NoUV,membrane,0.296128969,no hit
ISOC1,Q96CN7,Isochorismatase domain-containing protein 1,-0.197638721,17.41737035,PA_UV vs PA_NoUV,membrane,0.296170706,no hit
JTB,O76095,Protein JTB,-0.366001612,18.49855392,PA_UV vs PA_NoUV,membrane,0.296964702,no hit
GPRC5A,Q8NFJ5,Retinoic acid-induced protein 3,0.40595858,21.18020268,PA_UV vs PA_NoUV,membrane,0.296982171,no hit
MYO1E,Q12965,Unconventional myosin-Ie,0.477405432,20.71237501,PA_UV vs PA_NoUV,membrane,0.297330292,no hit
RPL13,P26373,60S ribosomal protein L13,-0.679115039,23.50430783,PA_UV vs PA_NoUV,membrane,0.29789116,no hit
LIMA1,Q9UHB6,LIM domain and actin-binding protein 1,0.55899129,21.66864015,PA_UV vs PA_NoUV,membrane,0.298453494,no hit
TBL2,Q9Y4P3,Transducin beta-like protein 2,0.559727696,18.26915441,PA_UV vs PA_NoUV,membrane,0.298463465,no hit
RPL28,P46779,60S ribosomal protein L28,-0.685101113,22.90038365,PA_UV vs PA_NoUV,membrane,0.298740649,no hit
CLCC1,Q96S66,Chloride channel CLIC-like protein 1,0.331859491,20.01649155,PA_UV vs PA_NoUV,membrane,0.300066396,no hit
HLA-A,P04439,"HLA class I histocompatibility antigen, A alpha chain",0.1999958,22.7050362,PA_UV vs PA_NoUV,membrane,0.30013902,no hit
RPL35,P42766,60S ribosomal protein L35,-0.807910845,21.77958315,PA_UV vs PA_NoUV,membrane,0.300806233,no hit
ARL6IP1,Q15041,ADP-ribosylation factor-like protein 6-interacting protein 1,-0.297278975,19.85485977,PA_UV vs PA_NoUV,membrane,0.300966383,no hit
ATP6AP2,O75787,Renin receptor,0.280809694,21.21784408,PA_UV vs PA_NoUV,membrane,0.301524955,no hit
DRG1,Q9Y295,Developmentally-regulated GTP-binding protein 1,-0.696708017,19.44268338,PA_UV vs PA_NoUV,membrane,0.303197007,no hit
FARSA,Q9Y285,Phenylalanine--tRNA ligase alpha subunit,-0.387973565,19.40567158,PA_UV vs PA_NoUV,membrane,0.30364296,no hit
RPL26,P61254,60S ribosomal protein L26,-0.772003302,23.76919687,PA_UV vs PA_NoUV,membrane,0.303718906,no hit
CCDC47,Q96A33,PAT complex subunit CCDC47,0.491552573,20.48248134,PA_UV vs PA_NoUV,membrane,0.303953225,no hit
RPS16,P62249,40S ribosomal protein S16,-0.667863402,23.87190411,PA_UV vs PA_NoUV,membrane,0.304219703,no hit
KARS1,Q15046,Lysine--tRNA ligase,0.301976455,19.78084712,PA_UV vs PA_NoUV,membrane,0.304252667,no hit
POGLUT1,Q8NBL1,Protein O-glucosyltransferase 1,0.217786185,17.648967,PA_UV vs PA_NoUV,membrane,0.305311686,no hit
DDR1,Q08345,Epithelial discoidin domain-containing receptor 1,0.130253986,19.26250731,PA_UV vs PA_NoUV,membrane,0.305793028,no hit
CD276,Q5ZPR3,CD276 antigen,0.367852788,22.78827005,PA_UV vs PA_NoUV,membrane,0.305931578,no hit
PODXL2,Q9NZ53,Podocalyxin-like protein 2,0.232924367,19.09924763,PA_UV vs PA_NoUV,membrane,0.305975692,no hit
RPS3A,P61247,40S ribosomal protein S3a,-0.631096417,23.87848178,PA_UV vs PA_NoUV,membrane,0.307505798,no hit
CXADR,P78310,Coxsackievirus and adenovirus receptor,0.274597776,22.06137943,PA_UV vs PA_NoUV,membrane,0.309359274,no hit
RPS4X,P62701,"40S ribosomal protein S4, X isoform",-0.625645751,23.98155655,PA_UV vs PA_NoUV,membrane,0.309913833,no hit
RBMS1,P29558,"RNA-binding motif, single-stranded-interacting protein 1",-0.550325607,18.52473423,PA_UV vs PA_NoUV,membrane,0.310442012,no hit
PSMB6,P28072,Proteasome subunit beta type-6,-0.35735164,21.00147732,PA_UV vs PA_NoUV,membrane,0.310530876,no hit
GEMIN4,P57678,Gem-associated protein 4,-0.302208274,20.49428291,PA_UV vs PA_NoUV,membrane,0.310829371,no hit
RPS24,P62847,40S ribosomal protein S24,-0.583528286,22.32844508,PA_UV vs PA_NoUV,membrane,0.311778648,no hit
CYB5B,O43169,Cytochrome b5 type B,0.419206093,21.12280106,PA_UV vs PA_NoUV,membrane,0.312138042,no hit
ATP6AP1,Q15904,V-type proton ATPase subunit S1,0.31459875,21.95252816,PA_UV vs PA_NoUV,membrane,0.313359332,no hit
GPC1,P35052,Glypican-1,0.303752093,19.55780753,PA_UV vs PA_NoUV,membrane,0.316067094,no hit
SLC29A1,Q99808,Equilibrative nucleoside transporter 1,0.340156195,22.43540178,PA_UV vs PA_NoUV,membrane,0.316420703,no hit
COPG1,Q9Y678,Coatomer subunit gamma-1,-0.384315995,19.91957315,PA_UV vs PA_NoUV,membrane,0.316677923,no hit
TSPAN4,O14817,Tetraspanin-4,0.507235497,19.90662629,PA_UV vs PA_NoUV,membrane,0.316903716,no hit
PABPC4,Q13310,Polyadenylate-binding protein 4,-0.445144821,22.97088429,PA_UV vs PA_NoUV,membrane,0.317875656,no hit
STX10,O60499,Syntaxin-10,-0.220856321,19.82801086,PA_UV vs PA_NoUV,membrane,0.318696882,no hit
UQCRB,P14927,Cytochrome b-c1 complex subunit 7,0.372421413,20.13207317,PA_UV vs PA_NoUV,membrane,0.318920889,no hit
PSMB1,P20618,Proteasome subunit beta type-1,-0.254078364,21.11934912,PA_UV vs PA_NoUV,membrane,0.319050599,no hit
TRIP10,Q15642,Cdc42-interacting protein 4,-0.25830664,19.13915314,PA_UV vs PA_NoUV,membrane,0.319098355,no hit
POLE3,Q9NRF9,DNA polymerase epsilon subunit 3,-0.296218323,17.24697227,PA_UV vs PA_NoUV,membrane,0.319101577,no hit
GPD2,P43304,"Glycerol-3-phosphate dehydrogenase, mitochondrial",0.222892154,20.601406,PA_UV vs PA_NoUV,membrane,0.31912988,no hit
SEC61A1,P61619,Protein transport protein Sec61 subunit alpha isoform 1,0.193421697,20.54090705,PA_UV vs PA_NoUV,membrane,0.320552804,no hit
ACLY,P53396,ATP-citrate synthase,-0.436627494,21.97115705,PA_UV vs PA_NoUV,membrane,0.321756713,no hit
RPL37,P61927,60S ribosomal protein L37,-0.715865602,21.51628059,PA_UV vs PA_NoUV,membrane,0.322275093,no hit
FAU,P62861,FAU ubiquitin-like and ribosomal protein S30,-0.83312766,20.96841232,PA_UV vs PA_NoUV,membrane,0.323628069,no hit
NAPA,P54920,Alpha-soluble NSF attachment protein,-0.224419629,21.65889725,PA_UV vs PA_NoUV,membrane,0.324432429,no hit
CELF1,Q92879,CUGBP Elav-like family member 1,-0.16508717,19.80733005,PA_UV vs PA_NoUV,membrane,0.324625803,no hit
CALR,P27797,Calreticulin,0.309343944,25.4217317,PA_UV vs PA_NoUV,membrane,0.324830537,no hit
RPL10A,P62906,60S ribosomal protein L10a,-0.747344119,23.66129452,PA_UV vs PA_NoUV,membrane,0.325347145,no hit
RPL17,P18621,60S ribosomal protein L17,-0.703062847,23.07740732,PA_UV vs PA_NoUV,membrane,0.325539052,no hit
MAT2B,Q9NZL9,Methionine adenosyltransferase 2 subunit beta,-0.250493467,18.56165257,PA_UV vs PA_NoUV,membrane,0.325769528,no hit
GOLPH3,Q9H4A6,Golgi phosphoprotein 3,-0.232688994,19.18507821,PA_UV vs PA_NoUV,membrane,0.326593249,no hit
PDIA4,P13667,Protein disulfide-isomerase A4,0.507128136,24.09102423,PA_UV vs PA_NoUV,membrane,0.327084041,no hit
RCC2,Q9P258,Protein RCC2,-0.393322349,20.82429134,PA_UV vs PA_NoUV,membrane,0.32746436,no hit
ARPC4,P59998,Actin-related protein 2/3 complex subunit 4,0.321621102,19.90342231,PA_UV vs PA_NoUV,membrane,0.327685645,no hit
GLG1,Q92896,Golgi apparatus protein 1,-0.205494282,19.95881539,PA_UV vs PA_NoUV,membrane,0.32801754,no hit
RPS26,P62854,40S ribosomal protein S26,-0.57250845,21.3752046,PA_UV vs PA_NoUV,membrane,0.328316049,no hit
RUVBL2,Q9Y230,RuvB-like 2,-0.323348261,19.42915605,PA_UV vs PA_NoUV,membrane,0.328549155,no hit
GAA,P10253,Lysosomal alpha-glucosidase,-0.173800892,20.15504562,PA_UV vs PA_NoUV,membrane,0.330197016,no hit
PSMA3,P25788,Proteasome subunit alpha type-3,-0.346893931,21.86611312,PA_UV vs PA_NoUV,membrane,0.330452468,no hit
DYNC1LI1,Q9Y6G9,Cytoplasmic dynein 1 light intermediate chain 1,-0.24891767,19.09458135,PA_UV vs PA_NoUV,membrane,0.331460815,no hit
VCL,P18206,Vinculin,0.197640377,19.32820927,PA_UV vs PA_NoUV,membrane,0.33253147,no hit
DDX39B,Q13838,Spliceosome RNA helicase DDX39B,-0.160222631,20.32746758,PA_UV vs PA_NoUV,membrane,0.332596344,no hit
DARS1,P14868,"Aspartate--tRNA ligase, cytoplasmic",0.293004547,20.82797151,PA_UV vs PA_NoUV,membrane,0.333069341,no hit
SUMF2,Q8NBJ7,Inactive C-alpha-formylglycine-generating enzyme 2,0.231439097,18.37438038,PA_UV vs PA_NoUV,membrane,0.333380425,no hit
HSPA8,P11142,Heat shock cognate 71 kDa protein,-0.281991978,25.00659913,PA_UV vs PA_NoUV,membrane,0.333785984,no hit
RPL12,P30050,60S ribosomal protein L12,-0.570213984,22.10933183,PA_UV vs PA_NoUV,membrane,0.335133618,no hit
RPL21,P46778,60S ribosomal protein L21,-0.636186838,23.00667146,PA_UV vs PA_NoUV,membrane,0.33587862,no hit
EFHD2,Q96C19,EF-hand domain-containing protein D2,0.187820401,18.73480483,PA_UV vs PA_NoUV,membrane,0.335907458,no hit
RPS27,P42677,40S ribosomal protein S27,-0.590363868,20.3152708,PA_UV vs PA_NoUV,membrane,0.337476002,no hit
UBXN4,Q92575,UBX domain-containing protein 4,0.169305036,18.12272981,PA_UV vs PA_NoUV,membrane,0.338270352,no hit
PFAS,O15067,Phosphoribosylformylglycinamidine synthase,-0.202646247,19.29166326,PA_UV vs PA_NoUV,membrane,0.339216509,no hit
DEGS1,O15121,Sphingolipid delta(4)-desaturase DES1,0.146337059,19.95853694,PA_UV vs PA_NoUV,membrane,0.340967373,no hit
SERINC3,Q13530,Serine incorporator 3,-0.141968607,20.54681741,PA_UV vs PA_NoUV,membrane,0.343063808,no hit
RBMX,P38159,"RNA-binding motif protein, X chromosome",-0.350623343,19.39747829,PA_UV vs PA_NoUV,membrane,0.343868162,no hit
RPLP2,P05387,60S acidic ribosomal protein P2,-0.536452601,22.2140978,PA_UV vs PA_NoUV,membrane,0.344344757,no hit
RPL30,P62888,60S ribosomal protein L30,-0.593791009,22.63177364,PA_UV vs PA_NoUV,membrane,0.347949974,no hit
RPL3,P39023,60S ribosomal protein L3,-0.551223413,24.43124103,PA_UV vs PA_NoUV,membrane,0.348639517,no hit
VAT1,Q99536,Synaptic vesicle membrane protein VAT-1 homolog,-0.282613345,22.62538738,PA_UV vs PA_NoUV,membrane,0.348648287,no hit
RPL13A,P40429,60S ribosomal protein L13a,-0.661962017,23.32081693,PA_UV vs PA_NoUV,membrane,0.349246291,no hit
TMEM165,Q9HC07,Transmembrane protein 165,-0.341521096,20.18684277,PA_UV vs PA_NoUV,membrane,0.350480853,no hit
PLOD3,O60568,Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3,0.310690242,20.1417387,PA_UV vs PA_NoUV,membrane,0.350592197,no hit
CNPY2,Q9Y2B0,Protein canopy homolog 2,0.325023338,19.91605555,PA_UV vs PA_NoUV,membrane,0.351245753,no hit
TMEM132A,Q24JP5,Transmembrane protein 132A,0.149774136,17.02083144,PA_UV vs PA_NoUV,membrane,0.351871289,no hit
RPL29,P47914,60S ribosomal protein L29,-0.716215639,22.93333157,PA_UV vs PA_NoUV,membrane,0.352381872,no hit
RAB27B,O00194,Ras-related protein Rab-27B,0.272893119,20.17307622,PA_UV vs PA_NoUV,membrane,0.352486645,no hit
TXNDC17,Q9BRA2,Thioredoxin domain-containing protein 17,-0.293899958,18.93249439,PA_UV vs PA_NoUV,membrane,0.354620624,no hit
PSMB4,P28070,Proteasome subunit beta type-4,-0.291997053,20.24494639,PA_UV vs PA_NoUV,membrane,0.354959416,no hit
XRCC6,P12956,X-ray repair cross-complementing protein 6,-0.379381733,22.76042955,PA_UV vs PA_NoUV,membrane,0.35521538,no hit
SLC1A4,P43007,Neutral amino acid transporter A,0.254014861,19.95547774,PA_UV vs PA_NoUV,membrane,0.355338328,no hit
LYPLA2,O95372,Acyl-protein thioesterase 2,-0.124272896,19.09721706,PA_UV vs PA_NoUV,membrane,0.356384117,no hit
HNRNPC,P07910,Heterogeneous nuclear ribonucleoproteins C1/C2,-0.425877389,21.4876122,PA_UV vs PA_NoUV,membrane,0.357229296,no hit
RPL23,P62829,60S ribosomal protein L23,-0.659526278,22.77756589,PA_UV vs PA_NoUV,membrane,0.358243011,no hit
P4HA2,O15460,Prolyl 4-hydroxylase subunit alpha-2,0.267260929,22.23081221,PA_UV vs PA_NoUV,membrane,0.358339567,no hit
ARF3,P61204,ADP-ribosylation factor 3,-0.22059057,22.02152105,PA_UV vs PA_NoUV,membrane,0.358750606,no hit
GGH,Q92820,Gamma-glutamyl hydrolase,-0.187822326,21.36034881,PA_UV vs PA_NoUV,membrane,0.35927176,no hit
RPL18,Q07020,60S ribosomal protein L18,-0.653707961,22.91270414,PA_UV vs PA_NoUV,membrane,0.360134937,no hit
RPL27,P61353,60S ribosomal protein L27,-0.595770915,23.35836009,PA_UV vs PA_NoUV,membrane,0.361174094,no hit
SYPL1,Q16563,Synaptophysin-like protein 1,-0.424859513,21.00129059,PA_UV vs PA_NoUV,membrane,0.362111716,no hit
ITGA2,P17301,Integrin alpha-2,0.348647316,23.32320354,PA_UV vs PA_NoUV,membrane,0.362872194,no hit
PLA2G4A,P47712,Cytosolic phospholipase A2,-0.115195394,18.88509397,PA_UV vs PA_NoUV,membrane,0.36382798,no hit
RAB1B,Q9H0U4,Ras-related protein Rab-1B,-0.332931226,21.48827758,PA_UV vs PA_NoUV,membrane,0.364107774,no hit
VAMP8,Q9BV40,Vesicle-associated membrane protein 8,0.182993377,21.24952149,PA_UV vs PA_NoUV,membrane,0.365671353,no hit
RANGAP1,P46060,Ran GTPase-activating protein 1,0.224527801,21.35638977,PA_UV vs PA_NoUV,membrane,0.365809354,no hit
SQSTM1,Q13501,Sequestosome-1,0.500312698,18.90708741,PA_UV vs PA_NoUV,membrane,0.367067656,no hit
FKBP9,O95302,Peptidyl-prolyl cis-trans isomerase FKBP9,0.25868234,21.92373351,PA_UV vs PA_NoUV,membrane,0.36741509,no hit
BAIAP2L1,Q9UHR4,Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1,0.339740519,21.19999604,PA_UV vs PA_NoUV,membrane,0.367682531,no hit
PMPCB,O75439,Mitochondrial-processing peptidase subunit beta,0.29735194,20.4228808,PA_UV vs PA_NoUV,membrane,0.368139188,no hit
RPL39,P62891,60S ribosomal protein L39,-0.598960973,20.75775074,PA_UV vs PA_NoUV,membrane,0.370363238,no hit
ENDOD1,O94919,Endonuclease domain-containing 1 protein,-0.199464887,18.60774865,PA_UV vs PA_NoUV,membrane,0.370577496,no hit
ACTL6A,O96019,Actin-like protein 6A,-0.15707312,17.28727886,PA_UV vs PA_NoUV,membrane,0.371020757,no hit
S100A13,Q99584,Protein S100-A13,-0.398929477,20.38796997,PA_UV vs PA_NoUV,membrane,0.371793397,no hit
ITFG1,Q8TB96,T-cell immunomodulatory protein,0.184690334,18.22171258,PA_UV vs PA_NoUV,membrane,0.371840697,no hit
PCYOX1,Q9UHG3,Prenylcysteine oxidase 1,0.310881671,23.00982497,PA_UV vs PA_NoUV,membrane,0.372112791,no hit
EIF2S3,P41091,Eukaryotic translation initiation factor 2 subunit 3,-0.483036456,21.90531693,PA_UV vs PA_NoUV,membrane,0.373425774,no hit
SLC2A3,P11169,"Solute carrier family 2, facilitated glucose transporter member 3",0.341022575,23.43608779,PA_UV vs PA_NoUV,membrane,0.374835029,no hit
SLC7A6,Q92536,Y+L amino acid transporter 2,0.252995686,19.52179556,PA_UV vs PA_NoUV,membrane,0.375498729,no hit
SLC4A2,P04920,Anion exchange protein 2,0.400740645,17.9462436,PA_UV vs PA_NoUV,membrane,0.376456346,no hit
