Trial,Accession,gene_name,Description,Coverage,# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Sequest HT,Fold_change,Control_abundance,Sample_abundance,,,
1,NP_001020262.1,ABCF1,ATP-binding cassette sub-family F member 1 isoform a [Homo sapiens],7,4,4,4,845,95.9,12.45,4,100,0,999756.2188,,,
1,NP_002061.1,GNAI2,guanine nucleotide-binding protein G(i) subunit alpha-2 isoform 1 [Homo sapiens],12,3,3,3,355,40.4,7.59,3,27.825,35855.03516,997679.9375,,,
1,XP_016858228.1,FUBP1,PREDICTED: far upstream element-binding protein 1 isoform X1 [Homo sapiens],5,2,2,2,688,72.1,5.84,2,100,0,991186.9375,,,
1,XP_011536709.1,ATP3B1,PREDICTED: plasma membrane calcium-transporting ATPase 1 isoform X1 [Homo sapiens],4,4,4,3,1249,137.7,9.82,4,3.322,298065.0625,990048.5625,,,
3,NP_001681.2,ATP6V1A,V-type proton ATPase catalytic subunit A [Homo sapiens],5,2,2,2,617,68.3,4.77,2,100,0,984725.3438,,,
1,NP_001530.1,DNAJA1,dnaJ homolog subfamily A member 1 isoform 1 [Homo sapiens],9,2,2,2,397,44.8,4.55,2,100,0,984520.6875,,,
1,NP_005794.1,FLOT1,flotillin-1 isoform 1 [Homo sapiens],10,3,4,3,427,47.3,10.78,3,100,0,982708,,,
3,XP_016881278.1,ATP5F1A,"PREDICTED: ATP synthase subunit alpha, mitochondrial isoform X1 [Homo sapiens]",9,3,4,3,586,64.1,7.02,3,2.07,471859.875,976560.5625,,,
1,NP_037368.1,ATXN10,ataxin-10 isoform 1 [Homo sapiens],6,2,3,2,475,53.5,7.61,2,20.454,47448.41406,970507.9375,,,
2,NP_001009931.1,HRNR,hornerin [Homo sapiens],11,4,8,4,2850,282.2,24.19,4,0.9,1053253.281,947772.8047,,,
2,NP_000413.1,KRT17,"keratin, type I cytoskeletal 17 [Homo sapiens]",20,6,8,4,432,48.1,17.59,6,2.211,425107.25,939715.875,,,
1,XP_011531960.1,APEH,PREDICTED: acylamino-acid-releasing enzyme isoform X1 [Homo sapiens],4,2,2,2,777,85.6,4.98,2,20.771,44544.59766,925225.9375,,,
1,NP_003671.1,YARS1,"tyrosine--tRNA ligase, cytoplasmic [Homo sapiens]",5,2,2,2,528,59.1,5.33,2,100,0,905021.4375,,,
1,NP_001171669.1,CTTN,src substrate cortactin isoform c [Homo sapiens],5,2,2,2,634,70.9,6.02,2,28.707,31510.90625,904572.6875,,,
3,NP_005548.2,KRT16,"keratin, type I cytoskeletal 16 [Homo sapiens]",20,6,10,4,473,51.2,20.03,6,0.214,4196690.5,898070.0625,,,
1,NP_006383.2,NOP56,nucleolar protein 56 [Homo sapiens],5,2,2,2,594,66,4.99,2,23.12,38599.41406,892429.9375,,,
1,NP_001099008.1,MYBBP1A,myb-binding protein 1A isoform 1 [Homo sapiens],4,4,4,4,1332,149.3,10.94,4,37.412,23593.18359,882663.875,,,
1,NP_037415.1,MAT2B,methionine adenosyltransferase 2 subunit beta isoform 1 [Homo sapiens],11,2,6,2,334,37.5,11.02,2,25.243,34696.32031,875851.6875,,,
3,NP_009057.1,VCP,transitional endoplasmic reticulum ATPase isoform 1 [Homo sapiens],4,2,2,2,806,89.3,4.5,2,100,0,874480.3125,,,
3,NP_057381.3,PCYOX1,prenylcysteine oxidase 1 precursor [Homo sapiens],5,2,3,2,505,56.6,6.39,2,6.992,124769.3594,872375.9375,,,
1,NP_001306115.1,HDGF,hepatoma-derived growth factor isoform d [Homo sapiens],19,2,2,2,263,29,6.75,2,10.797,80197.21094,865904.875,,,
2,XP_016856050.1,TXLNA,PREDICTED: alpha-taxilin isoform X1 [Homo sapiens],9,2,5,2,579,65.5,8.19,2,3.149,273226.7188,860348.5625,,,
1,NP_001036143.1,RHOC,rho-related GTP-binding protein RhoC precursor [Homo sapiens],11,2,2,1,193,22,4.9,2,11.271,75973.03906,856277.5625,,,
1,NP_008969.2,ADAMTS5,A disintegrin and metalloproteinase with thrombospondin motifs 5 preproprotein [Homo sapiens],3,2,2,2,930,101.7,4.57,2,2.588,330534.2813,855568.875,,,
2,NP_001485.2,GDI2,rab GDP dissociation inhibitor beta isoform 1 [Homo sapiens],14,3,5,3,445,50.6,6.84,3,100,0,844470.4375,,,
2,NP_002119.1,HMGB1,high mobility group protein B1 [Homo sapiens],14,2,2,1,215,24.9,5.4,2,0.937,899936.125,843389.375,,,
1,NP_006657.1,RUVBL2,ruvB-like 2 isoform 1 [Homo sapiens],6,2,2,2,463,51.1,5.99,2,29.821,28025.21875,835726.3125,,,
1,NP_036526.2,PFDN2,prefoldin subunit 2 [Homo sapiens],17,2,2,2,154,16.6,5,2,18.902,44106.23828,833684.375,,,
1,NP_057110.3,RDH11,retinol dehydrogenase 11 isoform 1 precursor [Homo sapiens],8,2,2,2,318,35.4,4.39,2,100,0,832065.875,,,
1,NP_955392.1,TPD52L2,tumor protein D54 isoform a [Homo sapiens],21,2,5,2,229,24.8,12.84,2,100,0,828650.9375,,,
1,NP_003891.1,SQSTM1,sequestosome-1 isoform 1 [Homo sapiens],10,2,4,2,440,47.7,12.61,2,100,0,825554.6875,,,
1,NP_005056.3,SEL1L,protein sel-1 homolog 1 isoform 1 precursor [Homo sapiens],5,2,4,2,794,88.7,10.22,2,100,0,816584.375,,,
2,NP_064555.2,NCLN,nicalin isoform 1 precursor [Homo sapiens],8,3,3,3,563,62.9,6.83,3,100,0,812248.1875,,,
1,NP_006827.1,GCN1,eIF-2-alpha kinase activator GCN1 [Homo sapiens],2,4,4,4,2671,292.5,10.29,4,24.794,32757.11523,812163.8438,,,
1,NP_001193880.1,SLC16A3,monocarboxylate transporter 4 [Homo sapiens],11,2,2,2,465,49.4,5.28,2,20.06,40426.17578,810960.625,,,
1,NP_002798.2,PSMD1,26S proteasome non-ATPase regulatory subunit 1 isoform 1 [Homo sapiens],5,2,2,2,953,105.8,4.9,2,19.99,40004.99219,799692.625,,,
1,NP_002026.1,KDSR,3-ketodihydrosphingosine reductase precursor [Homo sapiens],8,2,2,2,332,36.2,4.29,2,100,0,795113.375,,,
1,NP_976221.1,HDLBP,vigilin isoform a [Homo sapiens],2,2,2,2,1268,141.4,4.68,2,19.867,39806.72656,790857.9375,,,
1,NP_036611.2,YWHAG,14-3-3 protein gamma [Homo sapiens],15,3,5,1,247,28.3,13.98,3,11.41,68867.00781,785799.0625,,,
1,NP_000886.1,LTA4H,leukotriene A-4 hydrolase isoform 1 [Homo sapiens],5,2,3,2,611,69.2,7.23,2,25.566,30244.08594,773221.75,,,
1,NP_002854.3,PYGL,"glycogen phosphorylase, liver form isoform 1 [Homo sapiens]",8,4,5,4,847,97.1,9.67,4,31.152,24673.01758,768603.9063,,,
1,NP_066964.1,XRCC5,X-ray repair cross-complementing protein 5 [Homo sapiens],6,2,3,2,732,82.7,9.54,2,14.258,53499.16797,762802.5625,,,
1,NP_055205.2,SND1,staphylococcal nuclease domain-containing protein 1 [Homo sapiens],11,6,7,6,910,101.9,20.1,6,100,0,762474.1875,,,
1,NP_000810.1,GART,trifunctional purine biosynthetic protein adenosine-3 isoform 1 [Homo sapiens],3,2,2,2,1010,107.7,4.8,2,28.18,27036.99609,761898.1875,,,
1,NP_001627.2,SLC25A6,ADP/ATP translocase 3 [Homo sapiens],12,3,3,2,298,32.8,7.81,3,100,0,761649.75,,,
2,NP_001596.2,AARS1,"alanine--tRNA ligase, cytoplasmic [Homo sapiens]",3,2,2,2,968,106.7,4.54,2,4.012,187676.2969,753013.6875,,,
1,XP_011522506.1,SEPTIN9,PREDICTED: septin-9 isoform X1 [Homo sapiens],13,4,5,4,617,68.6,10.6,4,21.643,34477.96875,746203.875,,,
1,NP_001036041.1,IL27,ribosome-binding protein 1 [Homo sapiens],8,4,9,4,977,108.6,11.31,4,100,0,740529.625,,,
1,NP_031401.1,TARDBP,TAR DNA-binding protein 43 [Homo sapiens],7,2,2,2,414,44.7,6.34,2,24.513,30193.00781,740127.75,,,
3,XP_011535273.1,PSEN1,PREDICTED: presenilin-1 isoform X1 [Homo sapiens],7,2,2,2,467,52.6,4.96,2,100,0,737163.0625,,,
1,XP_016860268.1,SPTBN1,"PREDICTED: spectrin beta chain, non-erythrocytic 1 isoform X1 [Homo sapiens]",3,5,7,5,2364,274.4,17.12,5,100,0,732757.8125,,,
1,NP_006351.2,EIF3M,eukaryotic translation initiation factor 3 subunit M isoform 1 [Homo sapiens],13,3,5,3,374,42.5,12.08,3,21.942,32951.96094,723035.5625,,,
1,NP_065916.2,DHX36,ATP-dependent RNA helicase DHX36 isoform 1 [Homo sapiens],3,2,2,2,1008,114.7,6.21,2,12.774,55921,714330.125,,,
1,NP_003553.2,SLC25A11,mitochondrial 2-oxoglutarate/malate carrier protein isoform 1 [Homo sapiens],8,2,2,2,314,34,6.3,2,100,0,704436.3125,,,
3,NP_005545.1,KRT6A,"keratin, type II cytoskeletal 6C [Homo sapiens]",5,2,2,1,564,60,4.67,2,0.254,2758299.5,701104.375,,,
3,XP_005252522.1,PFKP,"PREDICTED: ATP-dependent 6-phosphofructokinase, platelet type isoform X1 [Homo sapiens]",5,2,3,2,835,90.8,6.82,2,100,0,695660.1875,,,
1,NP_004102.1,FEN1,flap endonuclease 1 [Homo sapiens],10,2,2,2,380,42.6,5.23,2,26.126,26327.07813,687826.3125,,,
3,NP_705694.2,KRT13,"keratin, type I cytoskeletal 13 isoform a [Homo sapiens]",9,3,3,1,458,49.5,7.42,3,100,0,685528.375,,,
1,NP_787128.2,PSMD13,26S proteasome non-ATPase regulatory subunit 13 isoform 2 [Homo sapiens],8,2,2,2,378,42.9,4.65,2,100,0,685417.5,,,
3,NP_001009931.1,HRNR,hornerin [Homo sapiens],8,3,7,3,2850,282.2,20.01,3,0.092,7328435.063,673108.0234,,,
1,NP_057212.1,COPG1,coatomer subunit gamma-1 [Homo sapiens],4,2,3,2,874,97.7,7.73,2,100,0,661024.0625,,,
1,NP_001269633.1,PDIA6,protein disulfide-isomerase A6 isoform a [Homo sapiens],5,2,2,2,492,53.9,4.49,2,100,0,657515.875,,,
1,NP_001245238.1,NOP2,probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase isoform 3 [Homo sapiens],3,2,2,2,845,92.8,5.62,2,100,0,630637.125,,,
3,NP_001184222.1,DPYSL2,dihydropyrimidinase-related protein 2 isoform 1 [Homo sapiens],5,2,2,2,677,73.5,4.88,2,3.543,175665.9688,622358,,,
3,XP_016885777.1,HLA-A,"PREDICTED: HLA class I histocompatibility antigen, A-1 alpha chain isoform X1 [Homo sapiens]",14,3,5,2,362,40.6,11.74,3,3.207,192916.8594,618767.5625,,,
1,NP_002188.1,ACO1,cytoplasmic aconitate hydratase [Homo sapiens],4,3,3,3,889,98.3,6.95,3,26.077,23509.97266,613063.375,,,
3,NP_006036.1,ATP9A,probable phospholipid-transporting ATPase IIA [Homo sapiens],4,2,3,2,1047,118.5,5.98,2,5.363,112566.1172,603744.25,,,
1,NP_110400.1,TUBB1,tubulin beta-1 chain [Homo sapiens],9,3,7,1,451,50.3,16.79,3,100,0,603272.5,,,
1,NP_001058.2,TOP2A,DNA topoisomerase 2-alpha [Homo sapiens],3,4,4,3,1531,174.3,9.13,4,7.869,75051.08594,590545.5625,,,
1,NP_000192.2,ICAM1,intercellular adhesion molecule 1 precursor [Homo sapiens],6,2,2,2,532,57.8,5.54,2,100,0,590433.2656,,,
1,NP_000173.2,HADHA,"trifunctional enzyme subunit alpha, mitochondrial precursor [Homo sapiens]",6,3,6,3,763,82.9,16.29,3,19.173,30777.58789,590113.6875,,,
1,NP_001005386.1,ACTR2,actin-related protein 2 isoform a [Homo sapiens],7,2,2,2,399,45.3,4.99,2,100,0,587785.0625,,,
1,NP_006294.2,AIMP2,aminoacyl tRNA synthase complex-interacting multifunctional protein 2 isoform a [Homo sapiens],13,2,2,2,320,35.3,5.55,2,100,0,575664.5625,,,
1,NP_002797.3,PTGS2,26S proteasome regulatory subunit 10B [Homo sapiens],10,2,4,2,403,45.8,5.14,2,100,0,568387.9375,,,
1,NP_001231513.1,FMC1-LUC7L2,C7orf55-LUC7L2 protein [Homo sapiens],7,2,4,2,458,54.2,11.05,2,20.392,27854.15625,567990,,,
1,NP_000405.1,HSD17B4,peroxisomal multifunctional enzyme type 2 isoform 2 [Homo sapiens],10,4,4,4,736,79.6,10.59,4,100,0,566398.125,,,
2,NP_001124160.1,HMGB2,high mobility group protein B2 [Homo sapiens],19,2,4,1,209,24,11.73,2,1.654,341082.875,564072.25,,,
1,NP_060555.2,IPO9,importin-9 [Homo sapiens],3,2,3,2,1041,115.9,7.57,2,100,0,560788.9375,,,
1,NP_705694.2,KRT13,"keratin, type I cytoskeletal 13 isoform a [Homo sapiens]",32,11,16,7,458,49.5,36.9,11,0.139,4034563.5,560307.6719,,,
1,NP_005038.1,PSMD5,26S proteasome non-ATPase regulatory subunit 5 isoform 1 [Homo sapiens],10,3,3,3,504,56.2,6.34,3,13.24,42290.08203,559922.3125,,,
1,NP_000427.1,OXCT1,"succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial precursor [Homo sapiens]",7,2,3,2,520,56.1,8.6,2,100,0,559356.1875,,,
1,NP_056474.2,RSL1D1,ribosomal L1 domain-containing protein 1 [Homo sapiens],6,2,2,2,490,54.9,4.46,2,100,0,546547.375,,,
1,NP_001341664.1,PFKM,"ATP-dependent 6-phosphofructokinase, muscle type isoform 3 [Homo sapiens]",4,2,2,2,883,96.8,4.84,2,100,0,546454.5,,,
1,NP_001484.1,GDI1,rab GDP dissociation inhibitor alpha [Homo sapiens],17,5,8,2,447,50.6,15.23,5,23.088,23461.06641,541676.5625,,,
1,NP_064504.2,ZC3HAV1,zinc finger CCCH-type antiviral protein 1 isoform 1 [Homo sapiens],4,2,2,2,902,101.4,5.09,2,21.725,24624.29688,534973.6875,,,
1,XP_011525922.1,DDX39A,PREDICTED: ATP-dependent RNA helicase DDX39A isoform X1 [Homo sapiens],6,2,2,1,427,49.1,4.05,2,7.213,73719.51563,531736,,,
3,NP_000108.1,EMD,emerin [Homo sapiens],14,2,2,2,254,29,4.81,2,100,0,516128.0938,,,
3,NP_002145.3,HSPA4,heat shock 70 kDa protein 4 [Homo sapiens],8,2,2,2,840,94.3,5.87,2,100,0,508144.9688,,,
1,NP_001243239.1,GLS,"glutaminase kidney isoform, mitochondrial isoform 2 [Homo sapiens]",13,4,4,4,598,65.4,11.19,4,100,0,506923.625,,,
1,NP_114414.2,EIF2A,eukaryotic translation initiation factor 2A isoform 1 [Homo sapiens],8,3,3,3,585,64.9,6.97,3,21.568,23203.36914,500443.5313,,,
1,NP_001316473.1,PTDSS2,phosphatidylserine synthase 2 isoform 1 [Homo sapiens],7,2,4,2,503,57.8,11.51,2,100,0,497279.4688,,,
1,NP_005130.1,ANXA3,annexin A3 [Homo sapiens],8,2,2,2,323,36.4,4.73,2,12.316,38325.06641,472020.0938,,,
1,NP_001185774.1,RBM14-RBM4,RBM14-RBM4 protein isoform 1 [Homo sapiens],9,2,6,1,339,37,15.05,2,100,0,471764.5,,,
3,XP_011536709.1,ATP3B1,PREDICTED: plasma membrane calcium-transporting ATPase 1 isoform X1 [Homo sapiens],3,2,2,2,1249,137.7,4.73,2,100,0,467537.4688,,,
1,NP_000010.1,ACAT1,"acetyl-CoA acetyltransferase, mitochondrial precursor [Homo sapiens]",7,2,2,2,427,45.2,5.87,2,100,0,451481.3125,,,
3,NP_006280.3,TLN1,talin-1 [Homo sapiens],3,4,10,4,2541,269.6,13,4,100,0,446666.9688,,,
1,NP_002796.4,PSMC5,26S proteasome regulatory subunit 8 isoform 1 [Homo sapiens],7,2,2,2,406,45.6,4.89,2,100,0,438400.5938,,,
1,NP_002263.3,KRT4,"keratin, type II cytoskeletal 4 [Homo sapiens]",27,12,16,9,520,56.1,38.44,12,0.14,3100669.703,433689.375,,,
1,NP_060802.1,DDX19A,ATP-dependent RNA helicase DDX19A isoform 1 [Homo sapiens],5,2,2,2,478,53.9,4.43,2,13.257,32198.66211,426872.8125,,,
3,XP_006722643.1,TXNL1,PREDICTED: thioredoxin-like protein 1 isoform X1 [Homo sapiens],12,2,2,2,292,32.7,5.81,2,100,0,418291.4688,,,
1,XP_016869212.1,RPL8,PREDICTED: 60S ribosomal protein L8 isoform X1 [Homo sapiens],9,2,2,2,291,31.7,4.87,2,100,0,417591.5625,,,
1,XP_011520775.1,HMOX2,PREDICTED: heme oxygenase 2 isoform X1 [Homo sapiens],11,2,3,2,370,41.6,8.11,2,18.123,22735.17969,412025.5781,,,
1,NP_003080.2,SNRNP70,U1 small nuclear ribonucleoprotein 70 kDa isoform 1 [Homo sapiens],12,2,4,2,437,51.5,11.2,2,3.683,110650.9453,407477.9375,,,
1,XP_011537064.1,CEP290,PREDICTED: centrosomal protein of 290 kDa isoform X9 [Homo sapiens],1,2,2,2,2513,294.2,4.73,2,15.131,26710.42188,404149.9375,,,
1,NP_036601.2,PRPF6,pre-mRNA-processing factor 6 [Homo sapiens],3,2,2,2,941,106.9,5.22,2,100,0,395335.8125,,,
1,NP_001340232.1,CYRIB,protein FAM49B isoform 3 [Homo sapiens],14,3,7,3,324,36.8,10.44,3,100,0,366322.625,,,
1,XP_005261752.1,RANGAP1,PREDICTED: ran GTPase-activating protein 1 isoform X1 [Homo sapiens],7,3,3,3,642,69.5,8.29,3,100,0,358216.1875,,,
1,XP_011523673.1,USP32,PREDICTED: ubiquitin carboxyl-terminal hydrolase 32 isoform X1 [Homo sapiens],2,2,2,2,1634,185.2,4.12,2,2.121,159056.8438,337357.8438,,,
1,NP_001041675.1,CLCC1,chloride channel CLIC-like protein 1 isoform 1 precursor [Homo sapiens],11,3,5,3,551,62,15.59,3,100,0,335543.375,,,
1,NP_000867.2,IL12B,cation-independent mannose-6-phosphate receptor precursor [Homo sapiens],2,2,2,2,2491,274.1,5.06,2,100,0,311640.2188,,,
3,NP_054706.1,VCL,vinculin isoform meta-VCL [Homo sapiens],5,3,6,3,1134,123.7,9.46,3,100,0,311427,,,
2,NP_036601.2,PRPF6,pre-mRNA-processing factor 6 [Homo sapiens],3,2,2,2,941,106.9,5.16,2,1.168,264306.7188,308840.6875,,,
1,NP_005546.2,KRT6B,"keratin, type II cytoskeletal 6B [Homo sapiens]",24,10,18,2,564,60,45.43,10,1.594,179658.0156,286435,,,
1,NP_001304310.1,HSPA4L,heat shock 70 kDa protein 4L isoform 2 [Homo sapiens],7,4,4,2,870,97.6,9.94,4,2.015,141339.0313,284791.7188,,,
3,NP_001124160.1,HMGB2,high mobility group protein B2 [Homo sapiens],19,2,2,1,209,24,5.96,2,100,0,279896.3438,,,
2,NP_000959.2,RPL4,60S ribosomal protein L4 [Homo sapiens],11,3,4,3,427,47.7,6.87,3,3.197,86321.22656,275973.6875,,,
1,XP_016859290.1,GFPT1,PREDICTED: glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 isoform X1 [Homo sapiens],4,2,2,2,724,81.5,5.67,2,100,0,270338.9063,,,
2,NP_705694.2,KRT13,"keratin, type I cytoskeletal 13 isoform a [Homo sapiens]",14,5,6,2,458,49.5,14.61,5,0.064,4183181.5,268664.375,,,
1,NP_001008895.1,CUL4A,cullin-4A isoform 1 [Homo sapiens],3,2,2,2,759,87.6,4.63,2,100,0,266578.3125,,,
1,NP_000584.2,IL6,antigen peptide transporter 1 isoform 1 [Homo sapiens],4,2,2,2,808,87.2,5.25,2,100,0,259140.4844,,,
1,NP_001247422.1,RDX,radixin isoform 1 [Homo sapiens],6,3,4,1,604,71,10.12,3,100,0,257847.9531,,,
1,NP_005879.1,SLC25A3,"phosphate carrier protein, mitochondrial isoform a precursor [Homo sapiens]",8,2,4,2,362,40.1,7.03,2,2.644,95798.97656,253318.0313,,,
2,NP_003080.2,SNRNP70,U1 small nuclear ribonucleoprotein 70 kDa isoform 1 [Homo sapiens],11,2,2,2,437,51.5,5.39,2,0.954,255096.5156,243277.5156,,,
1,NP_001596.2,AARS1,"alanine--tRNA ligase, cytoplasmic [Homo sapiens]",3,2,2,2,968,106.7,5.57,2,100,0,222053.4219,,,
1,NP_001488.2,B4GALT1,"beta-1,4-galactosyltransferase 1 [Homo sapiens]",17,3,6,3,398,43.9,9.29,3,100,0,197843.5781,,,
1,NP_002258.2,KPNA3,importin subunit alpha-4 [Homo sapiens],5,2,2,2,521,57.8,4.78,2,5.972,28797.06055,171967.8594,,,
1,NP_003283.2,TPR,nucleoprotein TPR [Homo sapiens],3,4,5,4,2363,267.1,14.14,4,100,0,151165.7813,,,
1,NP_542193.3,BRI3BP,BRI3-binding protein precursor [Homo sapiens],14,2,2,2,251,27.8,4.87,2,100,0,112744.9063,,,
