Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score MSPepSearch: MSPepSearch,# Peptides (by Search Engine): MSPepSearch,# Protein Pathway Groups,# Razor Peptides,Abundance Ratio: (Penta) / (Control),Abundance Ratio (log2): (Penta) / (Control),Abundance Ratio Adj. P-Value: (Penta) / (Control),Abundance Ratio Variability [%]: (Penta) / (Control),Abundances (Grouped): Control,Abundances (Grouped): Penta,Abundances (Grouped) CV [%]: Control,Abundances (Grouped) CV [%]: Penta,"Found in Sample: [S1] F1: Sample, Control, 1","Found in Sample: [S2] F2: Sample, Control, 2","Found in Sample: [S3] F3: Sample, Control, 3","Found in Sample: [S4] F4: Sample, Penta, 1","Found in Sample: [S5] F5: Sample, Penta, 2","Found in Sample: [S6] F6: Sample, Penta, 3",# Protein Groups,Modifications
FALSE,High,Master Protein,CAA73027.1,Interferon-related IFRD2 (PC4-B) protein [OS=Homo sapiens],0,5.177,1,1,1,1,608,65.6,8.59,654,1,0,0,1.288,0.37,0.840097315,85.28,408009.2483,525686.875,92.68,35.39,Peak Found,High,Not Found,Peak Found,Peak Found,Peak Found,1,
FALSE,High,Master Protein,NP_002653.1,Phospholipase D1 isoform a [OS=Homo sapiens],0,6.496,1,1,3,1,1074,124.1,8.78,1196,1,0,0,1.288,0.37,0.760980475,48.1,917922.5706,1182424.995,81.26,22.91,Not Found,Peak Found,High,Peak Found,High,High,1,
FALSE,High,Master Protein,AAC34362.1,NADH dehydrogenase-ubiquinone Fe-S protein 2 precursor [OS=Homo sapiens],0,19.253,16,5,9,5,463,52.5,7.55,2377,5,0,0,1.288,0.36,0.725444715,109.05,1480734.598,1974513.273,18.75,14.1,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AAA58661.1,"vacuolar H+-ATPase 56,000 subunit [OS=Homo sapiens]",0,24.335,11,3,11,3,511,56.5,5.81,4261,3,0,0,1.287,0.36,0.414924477,56.58,7672557.646,7687694.745,63.11,20.31,High,High,High,High,High,Peak Found,1,
FALSE,High,Master Protein,BAB15621.1,unnamed protein product [OS=Homo sapiens],0.001,2.928,2,1,2,1,548,62,8.66,457,1,0,0,1.286,0.36,0.828690618,63.58,603722.8373,732272.4375,84.55,33.85,Not Found,High,High,Peak Found,Peak Found,Peak Found,1,
FALSE,High,Master Protein,NP_056167.1,GDP-fucose protein O-fucosyltransferase 1 isoform 1 precursor [OS=Homo sapiens],0,36.268,22,5,23,5,388,43.9,8.53,7487,5,0,0,1.286,0.36,0.416646707,125.89,7773518.262,9564757.798,20.41,1.89,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q7Z3J2.2,RecName: Full=UPF0505 protein C16orf62; AltName: Full=Esophageal cancer-associated protein [OS=Homo sapiens],0.001,3.374,1,1,4,1,963,109.5,7.21,924,1,0,0,1.286,0.36,0.846090244,72.68,213076.4637,273980.6051,86.01,25.22,Peak Found,Peak Found,High,High,Peak Found,High,1,
FALSE,High,Master Protein,NP_009210.1,Splicing factor U2AF 65 kDa subunit isoform a [OS=Homo sapiens],0,80.66,35,9,65,9,475,53.5,9.09,26721,9,0,0,1.286,0.36,0.187764014,65.64,21950701.86,36468856.1,49.76,26.12,High,High,High,High,High,High,1,
FALSE,High,Master Protein,BAD93080.1,"proteasome 26S non-ATPase subunit 2 variant, partial [OS=Homo sapiens]",0,88.74,23,14,82,14,913,100.5,5.15,30006,14,0,0,1.285,0.36,0.187988163,89.43,20867200.48,23983070.68,2.75,4.62,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AAH06475.1,Chromosome 3 open reading frame 26 [OS=Homo sapiens],0.003,2.525,3,1,1,1,279,31.8,9.26,177,1,0,0,1.284,0.36,0.87797054,126.73,71604.46671,91918.26884,139.73,40.6,High,Not Found,Not Found,Not Found,Not Found,Not Found,1,
FALSE,High,Master Protein,NP_705841.2,lysophospholipid acyltransferase LPCAT4 [OS=Homo sapiens],0.001,2.765,3,1,3,1,524,57.2,8.97,665,1,0,0,1.283,0.36,0.853186205,46.53,267161.7991,329701.5637,62.13,27.75,Peak Found,High,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,AAH30652.1,Testis expressed 10 [OS=Homo sapiens],0,33.186,7,4,37,4,929,105.5,9.33,14250,4,0,0,1.282,0.36,0.521036118,50.98,4802245.939,6105589.11,59.94,15.34,High,High,High,High,High,High,1,
FALSE,High,Master Protein,NP_115786.1,Protein Hook homolog 3 [OS=Homo sapiens],0,7.401,5,2,6,2,718,83.1,5.17,1274,2,0,0,1.282,0.36,0.76309742,81.62,1228226.007,1293613.688,74.87,67.11,High,High,Peak Found,High,High,High,1,
FALSE,High,Master Protein,XP_016882323.1,PREDICTED: nuclear factor 1 C-type isoform X1 [OS=Homo sapiens],0,8.437,6,1,8,1,565,61.4,7.88,2548,1,0,0,1.281,0.36,0.684665166,63.67,2748796.084,2870248.943,44.83,30.52,High,Peak Found,High,Peak Found,High,High,1,
FALSE,High,Master Protein,EAW97066.1,hCG2044065 [OS=Homo sapiens],0,12.889,19,3,4,3,301,34.1,7.9,1131,3,0,0,1.281,0.36,0.719507667,134.85,1362878.112,1957947.201,28.43,20.44,Peak Found,High,Peak Found,High,High,Peak Found,1,
FALSE,High,Master Protein,BAA08078.1,rab GDI alpha [OS=Homo sapiens],0,107.027,31,11,111,5,447,50.4,5.29,55382,11,0,0,1.281,0.36,0.621563161,99.81,2906301.863,6249332.202,65.54,49.86,High,High,High,High,High,High,1,
FALSE,High,Master Protein,NP_004539.1,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 [OS=Homo sapiens],0,21.735,25,3,26,3,172,20.8,8.48,10092,3,0,0,1.28,0.36,0.377852261,54.9,9004270.664,10258691.14,9.49,17.46,High,High,High,High,High,High,1,
FALSE,High,Master Protein,EAX00978.1,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide, isoform CRA_b [OS=Homo sapiens]",0,66.674,52,7,60,1,141,16.3,7.8,30074,7,0,0,1.279,0.36,0.844756362,79.54,138167.4907,176784.8085,80.63,15.77,Peak Found,Peak Found,Peak Found,High,Peak Found,High,1,
FALSE,High,Master Protein,CAD97651.1,Hypothetical protein [OS=Homo sapiens],0,21.741,7,4,10,4,776,89.7,8.02,3947,4,0,0,1.278,0.35,0.693337158,63.17,2307555.502,4268985.352,49.59,42.62,Peak Found,High,High,High,High,High,1,
FALSE,High,Master Protein,EAW73160.1,"general transcription factor IIB, isoform CRA_b [OS=Homo sapiens]",0,9.845,17,3,8,3,373,41,8.4,1488,3,0,0,1.277,0.35,0.292938659,71.89,9665589.852,13798551.78,50.25,29.21,High,High,High,Peak Found,High,High,1,
FALSE,High,Master Protein,XP_016882478.1,PREDICTED: dual specificity mitogen-activated protein kinase kinase 2 isoform X1 [OS=Homo sapiens],0,28.476,16,3,12,2,512,56.3,8.91,5149,3,0,1,1.277,0.35,0.518258902,79.52,5865039.57,6455887.203,29.31,5.79,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,BAD96528.1,"transitional epithelia response protein variant, partial [OS=Homo sapiens]",0.025,1.335,6,1,1,1,338,36.8,8.15,105,1,0,0,1.277,0.35,0.881087628,137.63,18373.98209,23463.1812,163.14,72.65,High,Not Found,Not Found,Not Found,Not Found,Not Found,1,
FALSE,High,Master Protein,BAF85694.1,unnamed protein product [OS=Homo sapiens],0.001,2.787,1,1,1,1,1129,125.9,5.62,239,1,0,0,1.274,0.35,0.884199247,129.42,35207.91393,44855.38122,139.89,86.72,High,Not Found,Not Found,Not Found,Not Found,Not Found,1,
FALSE,High,Master Protein,Q8WWQ0.2,RecName: Full=PH-interacting protein; Short=PHIP; AltName: Full=IRS-1 PH domain-binding protein; AltName: Full=WD repeat-containing protein 11 [OS=Homo sapiens],0,8.875,1,1,2,1,1821,206.6,8.85,610,1,0,0,1.273,0.35,0.726706823,63.31,1416524.198,1728847.455,55.88,35.49,Peak Found,High,Peak Found,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,NP_733936.1,"succinate-semialdehyde dehydrogenase, mitochondrial isoform 1 precursor [OS=Homo sapiens]",0,5.428,4,2,3,2,548,58.6,8.09,698,2,0,0,1.273,0.35,0.859225706,101.46,110029.5868,138928.2718,127.71,9.75,High,High,Peak Found,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,NP_001182484.1,clathrin interactor 1 isoform 1 [OS=Homo sapiens],0,23.136,11,5,24,5,643,70.3,6.58,6895,5,0,0,1.272,0.35,0.658797446,84.81,4077181.292,4456810.108,75.47,14.43,High,High,High,High,High,High,1,
FALSE,High,Master Protein,NP_036379.2,"Selenide, water dikinase 1 isoform 1 [OS=Homo sapiens]",0,25.787,15,3,7,3,392,42.9,5.97,3324,3,0,0,1.272,0.35,0.70965797,44.37,3115962.103,3767423.155,34.97,10.47,High,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,NP_001166958.1,NF-kappa-B-repressing factor isoform 1 [OS=Homo sapiens],0,4.821,2,1,9,1,705,79.4,8.88,3097,1,0,0,1.271,0.35,0.872561642,46.82,91840.75708,129164.216,44.66,22.1,Peak Found,High,High,High,High,High,1,
FALSE,High,Master Protein,AAC35588.1,biliverdin-IX alpha reductase [OS=Homo sapiens],0,29.226,30,6,17,6,296,33.4,6.44,6405,6,0,0,1.27,0.35,0.539028233,60.36,4852951.948,7867234.615,44.5,27.03,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,AAC50500.1,pyrroline-5-carboxylate dehydrogenase [OS=Homo sapiens],0.015,1.607,6,1,10,1,563,61.7,8.07,770,1,0,0,1.27,0.35,0.3529184,29.7,10071430.57,11313435.3,46.26,15.07,High,High,High,High,High,High,1,
FALSE,High,Master Protein,EAW70091.1,"fumarate hydratase, isoform CRA_b [OS=Homo sapiens]",0,132.373,42,12,151,12,511,54.7,8.76,67212,12,0,0,1.27,0.34,0.226911395,64.89,46442175.33,59948993.93,20.65,11.38,High,High,High,High,High,High,1,
FALSE,High,Master Protein,P06756.2,RecName: Full=Integrin alpha-V; AltName: Full=Vitronectin receptor; AltName: Full=Vitronectin receptor subunit alpha; AltName: CD_antigen=CD51; Contains: RecName: Full=Integrin alpha-V heavy chain; Contains: RecName: Full=Integrin alpha-V light chain; Flags: Precursor [OS=Homo sapiens],0,35.421,12,8,22,8,1048,116,5.68,7731,8,0,0,1.27,0.34,0.478655101,55.55,6305713.962,8900217.625,21.21,15.88,High,High,High,High,High,High,1,
FALSE,High,Master Protein,EAW55163.1,"peroxisomal D3,D2-enoyl-CoA isomerase, isoform CRA_e [OS=Homo sapiens]",0,21.671,19,5,14,5,394,43.6,9,4539,5,0,0,1.268,0.34,0.687995353,119.26,2514337.201,4448048.05,7.74,21.46,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AAH06547.1,"EEF2 protein, partial [OS=Homo sapiens]",0,316.913,51,26,616,14,583,64.7,8.56,301354,26,0,0,1.268,0.34,0.232804633,79.28,33952315.79,47888368.01,46.91,13.04,High,High,High,High,High,High,1,
FALSE,High,Master Protein,BAG56770.1,unnamed protein product [OS=Homo sapiens],0.01,1.774,2,1,1,1,453,52.3,8.68,208,1,0,0,1.267,0.34,0.878392093,101.06,53272.41354,93344.16286,99.56,29.77,High,Not Found,Not Found,Not Found,Not Found,Not Found,1,
FALSE,High,Master Protein,CAD98028.1,"hypothetical protein, partial [OS=Homo sapiens]",0,11.477,7,2,5,2,451,48.6,5.05,1746,2,0,0,1.267,0.34,0.794337891,119.77,910555.4734,1338035.378,136.23,112.02,High,High,Peak Found,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,BAA91803.1,unnamed protein product [OS=Homo sapiens],0,24.573,11,5,17,5,795,87,6.46,6984,5,0,0,1.266,0.34,0.46500259,74.86,6622874.064,7873765.012,45.09,13.71,High,High,High,High,High,High,1,
FALSE,High,Master Protein,CAD89916.1,"hypothetical protein, partial [OS=Homo sapiens]",0,14.117,6,3,11,3,798,89.6,6.84,3712,3,0,0,1.265,0.34,0.738032199,71.99,1248861.609,1915848.817,79.91,31.14,Peak Found,High,High,High,High,High,1,
FALSE,High,Master Protein,BAD96662.1,"sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase) variant, partial [OS=Homo sapiens]",0,48.738,38,6,30,6,261,28.1,8.43,14154,6,0,0,1.264,0.34,0.321417136,100.94,9014107.998,15437733.62,33.28,19.73,High,High,High,High,High,High,1,
FALSE,High,Master Protein,XP_006719604.1,"PREDICTED: RNA-binding motif, single-stranded-interacting protein 2 isoform X1 [OS=Homo sapiens]",0.003,2.412,4,1,1,1,477,52.3,9.44,202,1,0,0,1.264,0.34,0.788339718,38.82,905360.4243,1143990.894,82.63,17.65,Not Found,Peak Found,Peak Found,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,BAG51639.1,unnamed protein product [OS=Homo sapiens],0,10.271,33,2,6,2,153,17,6.02,2302,2,0,0,1.262,0.34,0.7968832,137.46,1144350.144,1303548.151,105.51,110.75,High,Peak Found,High,High,High,Peak Found,1,
FALSE,High,Master Protein,AAH66645.1,"Methionine adenosyltransferase II, beta [OS=Homo sapiens]",0,39.663,27,6,28,6,334,37.5,7.36,12043,6,0,0,1.261,0.33,0.48919974,81.85,7897566.128,7796818.137,21.62,10.94,High,High,High,High,High,High,1,
FALSE,High,Master Protein,EAX06085.1,"alcohol dehydrogenase 5 (class III), chi polypeptide, isoform CRA_b [OS=Homo sapiens]",0,48.563,14,4,38,4,395,42.3,7.68,14515,4,0,0,1.261,0.33,0.245000214,60.96,17733980.05,22759020.38,25.47,24.44,High,High,High,High,High,High,1,
FALSE,High,Master Protein,XP_006715470.1,PREDICTED: nesprin-1 isoform X1 [OS=Homo sapiens],0,3.741,0,2,7,2,8846,1015.9,5.53,1367,2,0,0,1.258,0.33,0.831560829,134.85,715503.4104,900398.5353,72.38,85.72,High,High,High,High,Peak Found,High,1,
FALSE,High,Master Protein,NP_000572.2,Glutathione peroxidase 1 isoform 1 [OS=Homo sapiens],0,11.823,16,2,2,2,203,22.1,6.55,849,2,0,0,1.258,0.33,0.870676087,124.96,340959.1176,580812.6124,125.59,78.63,High,Not Found,Peak Found,Peak Found,Not Found,Peak Found,1,
FALSE,High,Master Protein,AAH62638.1,"SNX5 protein, partial [OS=Homo sapiens]",0,11.298,7,2,4,2,412,47.4,7.52,1240,2,0,0,1.257,0.33,0.804610205,76.09,902815.976,1134685.375,75.31,85.14,High,High,Not Found,High,Peak Found,Not Found,1,
FALSE,High,Master Protein,ABQ66268.1,CNOT1 [OS=Homo sapiens],0,37.941,7,11,24,11,2371,266.2,7.11,8683,11,0,0,1.257,0.33,0.381596943,65.46,10033749.39,11598454.68,37.56,9.44,High,High,High,High,High,High,1,
FALSE,High,Master Protein,XP_005262724.1,PREDICTED: UDP-glucose 6-dehydrogenase isoform X1 [OS=Homo sapiens],0,84.598,32,12,46,12,507,56.4,6.92,21390,12,0,0,1.256,0.33,0.311500968,102.56,14180541.01,15714015.72,8.37,14.09,High,High,High,High,High,High,1,
FALSE,High,Master Protein,CAA05832.1,unnamed protein product [OS=Homo sapiens],0,6.937,4,2,4,2,907,103.5,8.12,805,2,0,0,1.255,0.33,0.854628107,137.78,698442.3038,876442.6875,37.69,83.32,Peak Found,Peak Found,Peak Found,High,High,High,1,
FALSE,High,Master Protein,NP_060537.3,MAP7 domain-containing protein 1 isoform 1 [OS=Homo sapiens],0,18.326,5,3,18,3,841,92.8,10.11,7605,3,0,0,1.255,0.33,0.748937538,84.4,1417635.208,1762440.65,56.34,6.72,Peak Found,High,High,High,High,High,1,
FALSE,High,Master Protein,AAH01902.1,Isocitrate dehydrogenase 3 (NAD+) gamma [OS=Homo sapiens],0,27.737,19,3,13,3,393,42.7,8.5,5232,3,0,0,1.254,0.33,0.506736069,68.35,8104124.438,9173385.384,15.37,38.07,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AAX82193.1,"Actin-like protein, partial [OS=Homo sapiens]",0,176.997,57,11,566,1,103,11.6,6.13,270840,11,0,0,1.254,0.33,0.450034776,119.81,8497921.79,10659564.61,160.13,116.2,High,Peak Found,Peak Found,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,XP_011513883.1,PREDICTED: uncharacterized protein C7orf50 isoform X4 [OS=Homo sapiens],0,9.965,19,2,6,2,225,25.2,9.64,2139,2,0,0,1.254,0.33,0.757190988,123.27,1497753.326,4413281.486,75.13,66.78,High,Peak Found,High,High,Peak Found,High,1,
FALSE,Medium,Master Protein,NP_001254479.2,titin isoform IC [OS=Homo sapiens],0.026,1.309,0,1,1,1,35991,3992.2,6.39,170,1,0,0,1.254,0.33,0.885551993,132.83,42795.77891,98685.59983,156.17,80.7,High,Not Found,Not Found,Peak Found,Not Found,Not Found,1,
FALSE,High,Master Protein,AAA65442.1,p21-activated protein kinase [OS=Homo sapiens],0,21.884,15,4,18,4,525,58,5.96,5544,4,0,0,1.254,0.33,0.724422919,94.18,2493050.863,4442297.743,26.83,18.7,High,High,High,High,High,High,1,
FALSE,High,Master Protein,XP_016867604.1,PREDICTED: checkpoint protein HUS1 isoform X1 [OS=Homo sapiens],0,5.191,8,1,2,1,259,29.3,6.28,825,1,0,0,1.253,0.33,0.819434655,46.09,886175.2858,1110650.43,59.45,16.69,Peak Found,Peak Found,Peak Found,Peak Found,High,High,1,
FALSE,High,Master Protein,XP_011518045.1,PREDICTED: cullin-2 isoform X1 [OS=Homo sapiens],0,12.771,3,3,9,3,808,94.2,7.14,3390,3,0,0,1.253,0.32,0.71544738,60.18,2296184.216,2882728.6,49.01,26.73,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AAQ89407.1,TXNDC4 [OS=Homo sapiens],0,52.433,26,7,29,7,406,46.9,5.33,10302,7,0,0,1.251,0.32,0.437035927,118.54,8401459.482,11286629.81,45.59,18.34,High,High,High,High,High,High,1,
FALSE,High,Master Protein,BAG61467.1,unnamed protein product [OS=Homo sapiens],0,43.495,18,5,62,4,386,44.1,4.7,22779,5,0,0,1.249,0.32,0.284168984,63.34,21628903.06,30054678.93,41.58,6.15,High,High,High,High,High,High,1,
FALSE,High,Master Protein,XP_011535921.1,"PREDICTED: probable histidine--tRNA ligase, mitochondrial isoform X1 [OS=Homo sapiens]",0,28.918,17,7,13,3,512,57.5,8.02,4168,7,0,0,1.249,0.32,0.748937538,82.02,2698049.439,4092548.706,89.12,54.58,High,Peak Found,High,Peak Found,High,Peak Found,1,
FALSE,High,Master Protein,XP_016882687.1,PREDICTED: ubiquitin-60S ribosomal protein L40 isoform X1 [OS=Homo sapiens],0,68.326,23,7,98,7,203,22.2,8.94,49446,7,0,0,1.248,0.32,0.286342547,74.14,211949421.9,296727325.4,31.65,38.93,High,High,High,High,High,High,1,
FALSE,High,Master Protein,NP_036524.1,Peflin [OS=Homo sapiens],0.001,3.243,5,1,4,1,284,30.4,6.54,479,1,0,0,1.248,0.32,0.866921884,82.55,372213.8864,464551.4239,31.16,73.88,High,Peak Found,Peak Found,High,High,High,1,
FALSE,High,Master Protein,AAA16142.1,"CDC42 GTPase-activating protein, partial [OS=Homo sapiens]",0,62.658,27,8,51,8,462,52.9,6.81,19505,8,0,0,1.248,0.32,0.288789127,65.05,26315403.28,31962709.18,48.65,17.3,High,High,High,High,High,High,1,
FALSE,High,Master Protein,NP_002622.2,"6-phosphogluconate dehydrogenase, decarboxylating isoform 1 [OS=Homo sapiens]",0,165.259,47,16,136,4,483,53.1,7.23,56474,16,0,13,1.247,0.32,0.288878263,66.15,73504821.65,91737596.81,28.59,16.28,High,High,High,High,High,High,1,
FALSE,High,Master Protein,NP_001317259.1,luc7-like protein 3 isoform 2 [OS=Homo sapiens],0,18.395,12,4,14,4,489,58.2,9.92,4792,4,0,0,1.247,0.32,0.757197697,51.5,2802157.38,3732406.736,16.8,3.53,High,High,High,High,High,High,1,
FALSE,High,Master Protein,EAW99923.1,"RAB1A, member RAS oncogene family, isoform CRA_f [OS=Homo sapiens]",0,79.287,39,11,81,3,257,28.1,8.57,32261,11,0,0,1.246,0.32,0.493129559,60.96,8941168.146,9632009.286,21.72,23.34,High,High,High,High,High,High,1,
FALSE,High,Master Protein,NP_006640.2,U3 small nucleolar RNA-associated protein 14 homolog A isoform 1 [OS=Homo sapiens],0,29.331,9,5,19,5,771,87.9,7.87,9471,5,0,0,1.246,0.32,0.746049533,69.87,2400524.923,3356678.486,41.9,30.11,High,High,High,High,High,High,1,
FALSE,High,Master Protein,NP_002084.2,glycogen synthase kinase-3 beta isoform 1 [OS=Homo sapiens],0,5.914,7,1,4,1,433,48,8.78,1154,1,0,0,1.246,0.32,0.864173537,54.37,305338.9987,380315.7031,57.45,24.54,Peak Found,High,High,High,High,Peak Found,1,
FALSE,High,Master Protein,AAH00967.2,NudC domain containing 1 [OS=Homo sapiens],0,7.109,4,1,1,1,583,66.7,5.11,461,1,0,0,1.245,0.32,0.816809154,42.48,964501.7606,1127245.51,41.16,23.81,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,1,
FALSE,High,Master Protein,AAB05662.1,Cu/Zn-superoxide dismutase [OS=Homo sapiens],0,53.789,34,3,36,3,154,15.9,6.32,12625,3,0,0,1.245,0.32,0.292938659,98.06,29771003.2,23184748.43,29.82,33.37,High,High,High,High,High,High,1,
FALSE,High,Master Protein,BAD93034.1,"PRPF4 protein variant, partial [OS=Homo sapiens]",0,24.333,13,5,11,5,537,60,7.56,3159,5,0,0,1.245,0.32,0.599571439,86.64,4143273.158,6472793.211,11.55,13.86,High,Peak Found,High,High,High,High,1,
FALSE,Medium,Master Protein,EAW53485.1,"prune homolog (Drosophila), isoform CRA_a [OS=Homo sapiens]",0.017,1.487,2,1,1,1,484,53.7,5.67,302,1,0,0,1.245,0.32,0.8698833,68.45,637257.1375,793290.8059,93.69,21.66,Not Found,Peak Found,Peak Found,Peak Found,High,Peak Found,1,
FALSE,High,Master Protein,NP_055428.1,FAS-associated factor 2 [OS=Homo sapiens],0,40.148,19,6,26,6,445,52.6,5.62,12104,6,0,0,1.245,0.32,0.55321916,113.2,5434719.158,9396980.858,26.99,12.55,High,High,High,High,High,High,1,
FALSE,High,Master Protein,EAW76289.1,"RNA binding protein, autoantigenic (hnRNP-associated with lethal yellow homolog (mouse)), isoform CRA_c [OS=Homo sapiens]",0,55.133,24,6,36,6,317,33.7,9.45,13297,6,0,0,1.244,0.32,0.367686809,74.7,9728795.058,13473092.83,23.18,44.24,High,High,High,High,High,High,1,
FALSE,High,Master Protein,NP_001138303.1,Prohibitin-2 isoform 1 [OS=Homo sapiens],0,139.57,55,14,259,14,299,33.3,9.83,151067,14,0,0,1.244,0.31,0.292938659,63.98,115620307.4,126187854,25.35,13.23,High,High,High,High,High,High,1,
FALSE,High,Master Protein,EAW75966.1,"splicing factor, arginine/serine-rich 6, isoform CRA_c [OS=Homo sapiens]",0,11.061,8,3,18,2,383,43,11.72,4152,3,0,1,1.243,0.31,0.788087856,39.37,1430412.599,2003850.248,33.54,21.15,High,High,High,High,High,High,1,
FALSE,High,Master Protein,NP_057396.1,WW domain-binding protein 11 [OS=Homo sapiens],0,15.968,12,4,10,4,641,70,8.38,3372,4,0,0,1.243,0.31,0.779157628,60.99,1520462.902,1519697.563,82.27,39.77,High,High,High,High,High,High,1,
FALSE,High,Master Protein,BAD18608.1,unnamed protein product [OS=Homo sapiens],0,5.95,2,1,1,1,727,83.8,6.38,505,1,0,0,1.243,0.31,0.868691549,43.1,314802.11,391251.4035,11.89,35.9,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,High,1,
FALSE,High,Master Protein,AAC50706.1,hyaluronan synthase [OS=Homo sapiens],0,5.293,1,1,12,1,578,64.8,9.31,6924,1,0,0,1.242,0.31,0.778234778,26.89,2655781.665,3298554.999,56.14,42.06,High,High,High,High,High,High,1,
FALSE,High,Master Protein,NP_872578.1,"28S ribosomal protein S9, mitochondrial [OS=Homo sapiens]",0,13.016,6,2,12,2,396,45.8,9.51,5118,2,0,0,1.242,0.31,0.7284861,53.91,2681324.138,2513751.481,44.31,30.05,High,High,High,High,High,High,1,
FALSE,Medium,Master Protein,BAG36280.1,unnamed protein product [OS=Homo sapiens],0.025,1.348,5,1,1,1,430,47.6,7.61,75,1,0,0,1.241,0.31,0.779255186,22.12,2622357.754,3254346.334,12.84,23.35,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,1,
FALSE,High,Master Protein,AAC39793.1,Exportin T [OS=Homo sapiens],0,16.577,6,4,15,4,962,109.9,5.43,5746,4,0,0,1.24,0.31,0.67879472,68.72,4595936.633,4731780.8,45.21,19.64,High,High,High,High,High,High,1,
FALSE,High,Master Protein,BAG54722.1,unnamed protein product [OS=Homo sapiens],0,39.815,20,10,22,10,802,92.2,8.18,5198,10,0,0,1.24,0.31,0.485316233,82.46,8435196.784,10879395.41,29.2,28.67,High,High,High,High,High,High,1,
FALSE,High,Master Protein,XP_011506901.1,PREDICTED: sulfotransferase 1A3 isoform X1 [OS=Homo sapiens],0,7.086,13,2,7,1,337,38.8,6.1,1396,2,0,0,1.24,0.31,0.872395058,134.27,683049.415,864251,52.27,83.31,Peak Found,Peak Found,Peak Found,High,Not Found,High,1,
FALSE,High,Master Protein,XP_005251987.1,PREDICTED: golgin subfamily A member 2 isoform X1 [OS=Homo sapiens],0,24.312,10,5,12,5,1029,116,5.05,2594,5,0,0,1.24,0.31,0.714606762,78.15,3043349.39,4664935.105,16.37,36.59,High,High,High,High,High,High,1,
FALSE,High,Master Protein,NP_079172.2,Endoplasmic reticulum metallopeptidase 1 [OS=Homo sapiens],0,13.843,7,4,5,4,904,100.2,7.52,1500,4,0,0,1.239,0.31,0.600006821,50.45,5267850.154,7187482.486,15.7,32.08,Peak Found,Peak Found,High,High,High,High,1,
FALSE,High,Master Protein,AAA58371.1,apurinic endonuclease [OS=Homo sapiens],0,96.11,42,7,87,7,318,35.6,8.12,49095,7,0,0,1.239,0.31,0.301604635,67.97,46445853.18,64548260.93,44.02,20.03,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AAC50296.1,band 7.2b stomatin [OS=Homo sapiens],0,71.641,53,10,98,10,296,32.6,7.9,42950,10,0,0,1.238,0.31,0.326908197,82.87,14676405.42,21319634.06,35.36,7.47,High,High,High,High,High,High,1,
