Description,PSM_Sph1,PSM_Sph2,PSM_FA1,PSM_FA2,PSM_DAG1,PSM_DAG2
Non-specific lipid-transfer protein OS=Homo sapiens GN=SCP2 PE=4 SV=2 - [A6NM69_HUMAN],2,2,2,4,4,3
"All-trans-retinol 13,14-reductase OS=Homo sapiens GN=RETSAT PE=2 SV=2 - [RETST_HUMAN]",1,1,1,0,2,2
Poly(rC)-binding protein 2 (Fragment) OS=Homo sapiens GN=PCBP2 PE=4 SV=1 - [H3BRU6_HUMAN],5,5,5,8,10,12
Eukaryotic translation initiation factor 6 OS=Homo sapiens GN=EIF6 PE=1 SV=1 - [IF6_HUMAN],1,1,1,1,2,3
Isoform 5 of Sarcolemmal membrane-associated protein OS=Homo sapiens GN=SLMAP - [SLMAP_HUMAN],1,0,1,1,2,1
"39S ribosomal protein L45, mitochondrial OS=Homo sapiens GN=MRPL45 PE=1 SV=2 - [RM45_HUMAN]",1,0,1,1,2,1
Transgelin OS=Homo sapiens GN=TAGLN PE=1 SV=4 - [TAGL_HUMAN],1,0,1,0,2,7
Protein phosphatase methylesterase 1 OS=Homo sapiens GN=PPME1 PE=1 SV=3 - [PPME1_HUMAN],1,0,1,0,2,2
"39S ribosomal protein L44, mitochondrial OS=Homo sapiens GN=MRPL44 PE=1 SV=1 - [RM44_HUMAN]",1,0,1,0,2,1
Probable ATP-dependent RNA helicase DDX6 OS=Homo sapiens GN=DDX6 PE=1 SV=2 - [DDX6_HUMAN],1,0,1,0,2,1
Coatomer subunit delta OS=Homo sapiens GN=ARCN1 PE=4 SV=1 - [E9PEU4_HUMAN],1,0,1,0,2,2
Splicing factor 3B subunit 2 OS=Homo sapiens GN=SF3B2 PE=1 SV=2 - [SF3B2_HUMAN],5,0,5,0,10,3
Isoform 7 of Septin-9 OS=Homo sapiens GN=SEPT9 - [SEPT9_HUMAN],1,0,1,0,2,2
Pyridoxal-dependent decarboxylase domain-containing protein 1 OS=Homo sapiens GN=PDXDC1 PE=3 SV=1 - [E7EMH5_HUMAN],1,0,1,0,2,2
Serine/threonine-protein kinase OSR1 OS=Homo sapiens GN=OXSR1 PE=1 SV=1 - [OXSR1_HUMAN],1,0,1,0,2,1
Pre-mRNA-splicing factor SYF1 OS=Homo sapiens GN=XAB2 PE=4 SV=1 - [F5H315_HUMAN],1,0,1,0,2,1
Thyroid receptor-interacting protein 11 OS=Homo sapiens GN=TRIP11 PE=1 SV=3 - [TRIPB_HUMAN],3,0,3,0,6,1
Isoform 2 of Structural maintenance of chromosomes flexible hinge domain-containing protein 1 OS=Homo sapiens GN=SMCHD1 - [SMHD1_HUMAN],1,0,1,0,2,1
"Diaphanous homolog 1 (Drosophila), isoform CRA_a OS=Homo sapiens GN=DIAPH1 PE=4 SV=1 - [B9ZVX0_HUMAN]",1,0,1,0,2,1
Isoform 2 of Filamin-C OS=Homo sapiens GN=FLNC - [FLNC_HUMAN],22,6,25,10,44,16
Synaptic vesicle membrane protein VAT-1 homolog OS=Homo sapiens GN=VAT1 PE=1 SV=2 - [VAT1_HUMAN],7,6,8,3,14,8
Far upstream element-binding protein 3 OS=Homo sapiens GN=FUBP3 PE=1 SV=2 - [FUBP3_HUMAN],5,1,6,2,10,4
Isoform 1 of Vinculin OS=Homo sapiens GN=VCL - [VINC_HUMAN],9,1,11,3,18,10
Mitochondrial-processing peptidase subunit alpha OS=Homo sapiens GN=PMPCA PE=1 SV=2 - [MPPA_HUMAN],4,6,5,4,8,5
Eukaryotic translation initiation factor 2 subunit 1 OS=Homo sapiens GN=EIF2S1 PE=1 SV=3 - [IF2A_HUMAN],4,8,5,4,8,11
Isoform 2 of Lysophospholipid acyltransferase 7 OS=Homo sapiens GN=MBOAT7 - [MBOA7_HUMAN],3,3,4,1,6,3
B-cell receptor-associated protein 31 OS=Homo sapiens GN=BCAP31 PE=1 SV=3 - [BAP31_HUMAN],9,7,12,3,18,8
14-3-3 protein theta OS=Homo sapiens GN=YWHAQ PE=1 SV=1 - [1433T_HUMAN],3,5,4,1,6,6
Nuclear cap-binding protein subunit 1 OS=Homo sapiens GN=NCBP1 PE=1 SV=1 - [NCBP1_HUMAN],3,1,4,1,6,3
Serine/arginine-rich-splicing factor 9 (Fragment) OS=Homo sapiens GN=SRSF9 PE=4 SV=1 - [H0YIB4_HUMAN],2,2,3,1,4,1
DNA-(apurinic or apyrimidinic site) lyase (Fragment) OS=Homo sapiens GN=APEX1 PE=4 SV=1 - [G3V3M6_HUMAN],2,2,3,1,4,7
Long-chain-fatty-acid--CoA ligase 3 OS=Homo sapiens GN=ACSL3 PE=1 SV=3 - [ACSL3_HUMAN],10,12,19,8,20,15
Fatty acyl-CoA reductase 1 (Fragment) OS=Homo sapiens GN=FAR1 PE=4 SV=1 - [E9PNW8_HUMAN],1,3,2,1,2,2
"Coiled-coil-helix-coiled-coil-helix domain containing 3, isoform CRA_b OS=Homo sapiens GN=CHCHD3 PE=4 SV=1 - [G3V1K1_HUMAN]",2,4,4,2,4,3
Adenylyl cyclase-associated protein OS=Homo sapiens GN=CAP1 PE=3 SV=1 - [F5H6Z3_HUMAN],2,4,4,1,4,5
Nuclear-interacting partner of ALK OS=Homo sapiens GN=ZC3HC1 PE=4 SV=1 - [C9J0I9_HUMAN],1,1,2,1,2,2
Thioredoxin OS=Homo sapiens GN=TXN PE=4 SV=1 - [B1ALW1_HUMAN],1,1,2,1,2,3
Mitochondrial Rho GTPase 2 (Fragment) OS=Homo sapiens GN=RHOT2 PE=4 SV=2 - [H3BST5_HUMAN],2,1,4,0,4,4
Gem-associated protein 4 OS=Homo sapiens GN=GEMIN4 PE=4 SV=1 - [I3L2C7_HUMAN],1,0,2,1,2,2
CD166 antigen OS=Homo sapiens GN=ALCAM PE=4 SV=1 - [F5GXJ9_HUMAN],2,1,5,0,4,1
Aminopeptidase N OS=Homo sapiens GN=ANPEP PE=1 SV=4 - [AMPN_HUMAN],4,4,11,1,8,2
Isoform 2 of Small ubiquitin-related modifier 2 OS=Homo sapiens GN=SUMO2 - [SUMO2_HUMAN],1,2,3,0,2,1
PC4 and SFRS1-interacting protein OS=Homo sapiens GN=PSIP1 PE=1 SV=1 - [PSIP1_HUMAN],1,1,3,0,2,1
Uncharacterized protein OS=Homo sapiens GN=LPCAT3 PE=2 SV=1 - [B7Z3N3_HUMAN],1,1,3,0,2,1
"28S ribosomal protein S35, mitochondrial OS=Homo sapiens GN=MRPS35 PE=4 SV=1 - [H7BXR7_HUMAN]",1,1,3,1,2,1
Isoform 2 of tRNA (guanine(26)-N(2))-dimethyltransferase OS=Homo sapiens GN=TRMT1 - [TRM1_HUMAN],1,1,3,0,2,2
"Tubulin tyrosine ligase-like family, member 12 OS=Homo sapiens GN=TTLL12 PE=4 SV=1 - [B1AH89_HUMAN]",1,1,3,1,2,2
Isoform 2 of Crooked neck-like protein 1 OS=Homo sapiens GN=CRNKL1 - [CRNL1_HUMAN],1,0,3,1,2,1
Isoform 2 of V-type proton ATPase subunit H OS=Homo sapiens GN=ATP6V1H - [VATH_HUMAN],1,0,3,0,2,2
Bystin OS=Homo sapiens GN=BYSL PE=4 SV=1 - [F8WBL2_HUMAN],1,0,3,0,2,1
Translocating chain-associated membrane protein 2 OS=Homo sapiens GN=TRAM2 PE=1 SV=1 - [TRAM2_HUMAN],1,2,4,0,2,2
Heterogeneous nuclear ribonucleoprotein H2 OS=Homo sapiens GN=HNRNPH2 PE=1 SV=1 - [HNRH2_HUMAN],5,5,26,5,10,4
Neurofilament light polypeptide OS=Homo sapiens GN=NEFL PE=1 SV=3 - [NFL_HUMAN],1,1,8,2,2,1
"28S ribosomal protein S27, mitochondrial (Fragment) OS=Homo sapiens GN=MRPS27 PE=4 SV=1 - [D6RH20_HUMAN]",1,0,8,4,2,2
Keratin 8 pseudogene 11 OS=Homo sapiens GN=KRT8P11 PE=2 SV=1 - [Q9H552_HUMAN],32,24,110,25,66,20
"Actin, cytoplasmic 2, N-terminally processed OS=Homo sapiens GN=ACTG1 PE=3 SV=1 - [F5H0N0_HUMAN]",89,50,92,44,185,63
Alpha-actinin-4 OS=Homo sapiens GN=ACTN4 PE=1 SV=2 - [ACTN4_HUMAN],67,36,94,26,140,45
Ubiquitin-40S ribosomal protein S27a OS=Homo sapiens GN=RPS27A PE=1 SV=2 - [RS27A_HUMAN],10,10,8,3,21,8
40S ribosomal protein S3 OS=Homo sapiens GN=RPS3 PE=1 SV=2 - [RS3_HUMAN],9,8,10,9,19,11
"Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens GN=HADHA PE=1 SV=2 - [ECHA_HUMAN]",26,15,22,11,55,16
"HLA class I histocompatibility antigen, Cw-4 alpha chain OS=Homo sapiens GN=HLA-C PE=3 SV=1 - [B0V0C2_HUMAN]",8,11,9,5,17,9
Isoform Short of Long-chain-fatty-acid--CoA ligase 4 OS=Homo sapiens GN=ACSL4 - [ACSL4_HUMAN],8,4,11,3,17,7
Isoform 3 of T-complex protein 1 subunit eta OS=Homo sapiens GN=CCT7 - [TCPH_HUMAN],8,7,12,6,17,8
Structural maintenance of chromosomes protein 1A OS=Homo sapiens GN=SMC1A PE=1 SV=2 - [SMC1A_HUMAN],7,4,7,7,15,4
14-3-3 protein zeta/delta OS=Homo sapiens GN=YWHAZ PE=1 SV=1 - [1433Z_HUMAN],6,6,3,2,13,4
Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens GN=HSD17B4 PE=1 SV=3 - [DHB4_HUMAN],6,5,3,3,13,7
Tropomyosin alpha-4 chain OS=Homo sapiens GN=TPM4 PE=1 SV=3 - [TPM4_HUMAN],12,6,50,7,26,6
"Stress-70 protein, mitochondrial OS=Homo sapiens GN=HSPA9 PE=2 SV=1 - [B7Z4V2_HUMAN]",23,15,49,19,50,21
40S ribosomal protein S8 OS=Homo sapiens GN=RPS8 PE=1 SV=2 - [RS8_HUMAN],5,6,2,4,11,9
Calcium-binding mitochondrial carrier protein Aralar2 OS=Homo sapiens GN=SLC25A13 PE=1 SV=2 - [CMC2_HUMAN],5,6,4,4,11,7
Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens GN=DDX5 PE=3 SV=1 - [E7ETL9_HUMAN],15,12,17,10,33,11
Poly [ADP-ribose] polymerase 1 OS=Homo sapiens GN=PARP1 PE=1 SV=4 - [PARP1_HUMAN],18,7,14,4,40,11
Transmembrane 9 superfamily member 2 OS=Homo sapiens GN=TM9SF2 PE=1 SV=1 - [TM9S2_HUMAN],13,4,6,1,29,1
Isoform Short of 14-3-3 protein beta/alpha OS=Homo sapiens GN=YWHAB - [1433B_HUMAN],4,7,1,3,9,5
Isoform 2 of Guanine nucleotide-binding protein-like 3 OS=Homo sapiens GN=GNL3 - [GNL3_HUMAN],4,0,1,0,9,2
40S ribosomal protein S27 OS=Homo sapiens GN=RPS27 PE=1 SV=3 - [RS27_HUMAN],4,3,3,2,9,5
"Aspartate aminotransferase, mitochondrial OS=Homo sapiens GN=GOT2 PE=1 SV=3 - [AATM_HUMAN]",4,2,5,2,9,9
Pre-mRNA-processing factor 6 OS=Homo sapiens GN=PRPF6 PE=1 SV=1 - [PRP6_HUMAN],8,3,14,5,18,4
Coatomer subunit beta OS=Homo sapiens GN=COPB1 PE=1 SV=3 - [COPB_HUMAN],4,2,7,0,9,9
Isoform 6 of Nuclear pore complex protein Nup98-Nup96 OS=Homo sapiens GN=NUP98 - [NUP98_HUMAN],4,2,8,2,9,5
"Keratin, type II cytoskeletal 6B OS=Homo sapiens GN=KRT6B PE=1 SV=5 - [K2C6B_HUMAN]",27,37,92,36,61,65
Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens GN=GAPDH PE=1 SV=3 - [G3P_HUMAN],11,4,6,3,25,6
Isoform 2A of Catenin delta-1 OS=Homo sapiens GN=CTNND1 - [CTND1_HUMAN],7,1,2,2,16,3
"Splicing factor, proline- and glutamine-rich OS=Homo sapiens GN=SFPQ PE=1 SV=2 - [SFPQ_HUMAN]",14,11,22,6,32,7
Desmoplakin OS=Homo sapiens GN=DSP PE=1 SV=3 - [DESP_HUMAN],7,26,18,20,16,41
Isoform 2 of Tropomyosin alpha-4 chain OS=Homo sapiens GN=TPM4 - [TPM4_HUMAN],10,5,47,7,23,4
Isoform B of AP-2 complex subunit alpha-1 OS=Homo sapiens GN=AP2A1 - [AP2A1_HUMAN],3,1,0,1,7,6
Isoform 2 of Cytoskeleton-associated protein 5 OS=Homo sapiens GN=CKAP5 - [CKAP5_HUMAN],3,0,0,0,7,1
Magnesium transporter protein 1 OS=Homo sapiens GN=MAGT1 PE=1 SV=1 - [MAGT1_HUMAN],3,3,1,1,7,3
Ras-related protein Rap-1A OS=Homo sapiens GN=RAP1A PE=1 SV=1 - [RAP1A_HUMAN],3,2,2,1,7,2
Eukaryotic translation initiation factor 2 subunit 2 OS=Homo sapiens GN=EIF2S2 PE=1 SV=2 - [IF2B_HUMAN],3,5,3,1,7,7
"Capping protein (Actin filament) muscle Z-line, beta OS=Homo sapiens GN=CAPZB PE=4 SV=1 - [B1AK87_HUMAN]",3,5,3,3,7,9
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A OS=Homo sapiens GN=STT3A PE=1 SV=2 - [STT3A_HUMAN],6,4,8,1,14,2
60S ribosomal protein L18 OS=Homo sapiens GN=RPL18 PE=3 SV=1 - [F8VWC5_HUMAN],9,3,13,2,21,5
Actin-binding protein anillin OS=Homo sapiens GN=ANLN PE=1 SV=2 - [ANLN_HUMAN],6,0,11,1,14,1
Amine oxidase [flavin-containing] B OS=Homo sapiens GN=MAOB PE=2 SV=1 - [B7Z242_HUMAN],3,1,7,1,7,1
Eukaryotic initiation factor 4A-II OS=Homo sapiens GN=EIF4A2 PE=1 SV=2 - [IF4A2_HUMAN],3,7,8,4,7,9
Annexin A2 OS=Homo sapiens GN=ANXA2 PE=1 SV=2 - [ANXA2_HUMAN],29,28,38,24,68,37
Calreticulin OS=Homo sapiens GN=CALR PE=1 SV=1 - [CALR_HUMAN],13,2,19,2,31,4
Transcription intermediary factor 1-beta OS=Homo sapiens GN=TRIM28 PE=1 SV=5 - [TIF1B_HUMAN],5,1,1,2,12,3
Poly(rC)-binding protein 1 OS=Homo sapiens GN=PCBP1 PE=1 SV=2 - [PCBP1_HUMAN],5,5,5,7,12,12
Splicing factor 3B subunit 3 OS=Homo sapiens GN=SF3B3 PE=1 SV=4 - [SF3B3_HUMAN],10,2,10,2,24,9
"HCG1811539, isoform CRA_b OS=Homo sapiens GN=TXNDC5 PE=2 SV=1 - [B2RDM2_HUMAN]",5,3,6,3,12,3
Nucleolin OS=Homo sapiens GN=NCL PE=1 SV=3 - [NUCL_HUMAN],17,15,32,14,41,15
ATP-dependent RNA helicase A OS=Homo sapiens GN=DHX9 PE=1 SV=4 - [DHX9_HUMAN],19,14,32,10,46,16
Fructose-bisphosphate aldolase A OS=Homo sapiens GN=ALDOA PE=1 SV=2 - [ALDOA_HUMAN],7,6,1,5,17,15
Isoform 2 of ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X - [DDX3X_HUMAN],14,6,4,3,34,11
Isoform 5 of Double-stranded RNA-specific adenosine deaminase OS=Homo sapiens GN=ADAR - [DSRAD_HUMAN],7,0,8,4,17,5
"ATP synthase subunit alpha, mitochondrial OS=Homo sapiens GN=ATP5A1 PE=1 SV=1 - [ATPA_HUMAN]",15,12,24,18,37,19
Isoform 2 of V-type proton ATPase 116 kDa subunit a isoform 1 OS=Homo sapiens GN=ATP6V0A1 - [VPP1_HUMAN],2,1,0,0,5,0
Acyl-CoA desaturase OS=Homo sapiens GN=SCD PE=1 SV=2 - [ACOD_HUMAN],2,4,0,2,5,4
Cytochrome c-type heme lyase OS=Homo sapiens GN=HCCS PE=1 SV=1 - [CCHL_HUMAN],2,2,0,2,5,2
Integrin alpha-11 OS=Homo sapiens GN=ITGA11 PE=1 SV=2 - [ITA11_HUMAN],2,3,1,0,5,0
Cytoplasmic FMR1-interacting protein 1 OS=Homo sapiens GN=CYFIP1 PE=1 SV=1 - [CYFP1_HUMAN],2,2,1,1,5,1
"Aldehyde dehydrogenase, mitochondrial OS=Homo sapiens GN=ALDH2 PE=3 SV=1 - [F8W0A9_HUMAN]",2,4,1,3,5,3
Erlin-2 (Fragment) OS=Homo sapiens GN=ERLIN2 PE=4 SV=1 - [E5RHW4_HUMAN],2,1,1,0,5,1
Ras-related protein R-Ras2 OS=Homo sapiens GN=RRAS2 PE=1 SV=1 - [RRAS2_HUMAN],2,3,1,1,5,3
E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens GN=UHRF1 PE=4 SV=1 - [F5GXG0_HUMAN],2,1,1,1,5,1
Integrin alpha-3 OS=Homo sapiens GN=ITGA3 PE=2 SV=1 - [B4E0H8_HUMAN],2,1,1,1,5,1
Small nuclear ribonucleoprotein Sm D2 OS=Homo sapiens GN=SNRPD2 PE=1 SV=1 - [SMD2_HUMAN],2,3,1,2,5,4
Electron transfer flavoprotein subunit beta OS=Homo sapiens GN=ETFB PE=1 SV=3 - [ETFB_HUMAN],2,2,1,5,5,4
Nuclear pore complex protein Nup107 OS=Homo sapiens GN=NUP107 PE=1 SV=1 - [NU107_HUMAN],2,2,2,0,5,1
X-ray repair cross-complementing protein 5 OS=Homo sapiens GN=XRCC5 PE=1 SV=3 - [XRCC5_HUMAN],12,7,17,2,30,10
Stress-induced-phosphoprotein 1 OS=Homo sapiens GN=STIP1 PE=1 SV=1 - [STIP1_HUMAN],6,4,9,3,15,9
Four and a half LIM domains protein 2 OS=Homo sapiens GN=FHL2 PE=1 SV=3 - [FHL2_HUMAN],2,0,3,0,5,5
Kinesin-1 heavy chain OS=Homo sapiens GN=KIF5B PE=1 SV=1 - [KINH_HUMAN],4,3,8,3,10,8
Signal recognition particle 68 kDa protein OS=Homo sapiens GN=SRP68 PE=4 SV=1 - [F5H5Y3_HUMAN],2,2,6,5,5,6
AFG3-like protein 2 OS=Homo sapiens GN=AFG3L2 PE=1 SV=2 - [AFG32_HUMAN],2,0,6,1,5,1
"Isoform 2 of Keratin, type II cytoskeletal 80 OS=Homo sapiens GN=KRT80 - [K2C80_HUMAN]",2,9,13,6,5,9
T-complex protein 1 subunit zeta OS=Homo sapiens GN=CCT6A PE=2 SV=1 - [B4DPJ8_HUMAN],7,8,4,3,18,9
Fibrillin-1 OS=Homo sapiens GN=FBN1 PE=1 SV=3 - [FBN1_HUMAN],5,1,2,1,13,0
Elongation factor 1-alpha 1 OS=Homo sapiens GN=EEF1A1 PE=1 SV=1 - [EF1A1_HUMAN],10,10,5,5,26,9
Regulator of chromosome condensation (Fragment) OS=Homo sapiens GN=RCC1 PE=4 SV=1 - [C9JW69_HUMAN],5,3,3,3,13,7
Filamin-A OS=Homo sapiens GN=FLNA PE=2 SV=1 - [Q5HY54_HUMAN],91,46,99,44,237,85
"Keratin, type II cytoskeletal 1b OS=Homo sapiens GN=KRT77 PE=1 SV=3 - [K2C1B_HUMAN]",8,23,27,27,21,38
Tubulin alpha-1C chain OS=Homo sapiens GN=TUBA1C PE=1 SV=1 - [TBA1C_HUMAN],8,8,29,6,21,12
Valine--tRNA ligase (Fragment) OS=Homo sapiens GN=VARS PE=3 SV=1 - [H0Y4A6_HUMAN],3,6,1,3,8,6
GTP-binding nuclear protein Ran OS=Homo sapiens GN=RAN PE=1 SV=3 - [RAN_HUMAN],3,3,2,3,8,4
Sideroflexin-1 OS=Homo sapiens GN=SFXN1 PE=1 SV=4 - [SFXN1_HUMAN],3,3,2,2,8,6
Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens GN=HNRNPL PE=1 SV=2 - [HNRPL_HUMAN],12,6,9,3,32,4
ELAV-like protein 1 OS=Homo sapiens GN=ELAVL1 PE=1 SV=2 - [ELAV1_HUMAN],3,2,3,1,8,4
Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens GN=EIF3L PE=1 SV=1 - [EIF3L_HUMAN],3,4,4,2,8,6
"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5 OS=Homo sapiens GN=MACF1 PE=1 SV=4 - [MACF1_HUMAN]",3,1,5,1,8,1
Superkiller viralicidic activity 2-like 2 OS=Homo sapiens GN=SKIV2L2 PE=1 SV=3 - [SK2L2_HUMAN],3,1,5,1,8,4
Utrophin OS=Homo sapiens GN=UTRN PE=1 SV=2 - [UTRO_HUMAN],3,0,5,1,8,2
"Keratin, type II cytoskeletal 3 OS=Homo sapiens GN=KRT3 PE=1 SV=3 - [K2C3_HUMAN]",9,11,32,10,24,16
Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens GN=HNRNPH1 PE=1 SV=4 - [HNRH1_HUMAN],10,7,26,6,27,5
HCG2044799 OS=Homo sapiens GN=hCG_2044799 PE=4 SV=1 - [H3BQZ7_HUMAN],7,2,15,3,19,6
Voltage-dependent anion-selective channel protein 3 OS=Homo sapiens GN=VDAC3 PE=1 SV=1 - [VDAC3_HUMAN],11,8,10,3,30,6
Transducin beta-like protein 3 OS=Homo sapiens GN=TBL3 PE=1 SV=2 - [TBL3_HUMAN],4,1,0,3,11,1
Signal recognition particle receptor subunit alpha OS=Homo sapiens GN=SRPR PE=4 SV=1 - [E9PJS4_HUMAN],4,1,1,0,11,1
Putative ribosomal RNA methyltransferase NOP2 OS=Homo sapiens GN=NOP2 PE=1 SV=2 - [NOP2_HUMAN],4,1,3,0,11,0
DNA replication licensing factor MCM6 OS=Homo sapiens GN=MCM6 PE=1 SV=1 - [MCM6_HUMAN],4,6,3,5,11,9
Citrate synthase OS=Homo sapiens GN=CS PE=2 SV=1 - [B4DJV2_HUMAN],4,1,3,0,11,2
"Isoleucine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=IARS PE=1 SV=2 - [SYIC_HUMAN]",4,0,4,2,11,8
Histone H1.2 OS=Homo sapiens GN=HIST1H1C PE=1 SV=2 - [H12_HUMAN],5,5,4,3,14,5
Elongation factor 2 OS=Homo sapiens GN=EEF2 PE=1 SV=4 - [EF2_HUMAN],10,7,13,5,29,12
"Actin, alpha cardiac muscle 1 OS=Homo sapiens GN=ACTC1 PE=1 SV=1 - [ACTC_HUMAN]",54,34,64,36,158,45
"60 kDa heat shock protein, mitochondrial OS=Homo sapiens GN=HSPD1 PE=1 SV=2 - [CH60_HUMAN]",54,23,160,23,160,33
Protein FAM3C OS=Homo sapiens GN=FAM3C PE=1 SV=1 - [FAM3C_HUMAN],2,4,0,0,6,0
Isoform 2 of 14-3-3 protein sigma OS=Homo sapiens GN=SFN - [1433S_HUMAN],1,3,0,0,3,1
Bone marrow stromal antigen 2 OS=Homo sapiens GN=BST2 PE=1 SV=1 - [BST2_HUMAN],1,2,0,1,3,2
Cytochrome c (Fragment) OS=Homo sapiens GN=CYCS PE=3 SV=1 - [C9JFR7_HUMAN],1,1,0,1,3,1
Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens GN=G3BP1 PE=4 SV=1 - [F5H4D6_HUMAN],1,1,0,1,3,1
"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating OS=Homo sapiens GN=NSDHL PE=1 SV=2 - [NSDHL_HUMAN]",1,2,0,1,3,3
Flotillin-1 OS=Homo sapiens GN=FLOT1 PE=2 SV=1 - [B4DVY7_HUMAN],1,1,0,2,3,2
Far upstream element-binding protein 2 OS=Homo sapiens GN=KHSRP PE=4 SV=1 - [E7EP96_HUMAN],1,1,0,3,3,2
Signal recognition particle 72 kDa protein OS=Homo sapiens GN=SRP72 PE=4 SV=1 - [G5E9Z8_HUMAN],1,1,0,1,3,3
4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens GN=ALDH9A1 PE=1 SV=3 - [AL9A1_HUMAN],1,0,0,1,3,3
"Histidine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=HARS PE=2 SV=1 - [B4DY73_HUMAN]",1,0,0,1,3,5
DnaJ homolog subfamily B member 11 OS=Homo sapiens GN=DNAJB11 PE=1 SV=1 - [DJB11_HUMAN],1,0,0,0,3,1
Isoform 3 of Apoptosis inhibitor 5 OS=Homo sapiens GN=API5 - [API5_HUMAN],1,0,0,0,3,1
NUP153 variant protein (Fragment) OS=Homo sapiens GN=NUP153 variant protein PE=2 SV=1 - [Q4LE47_HUMAN],2,0,0,0,6,1
Fibronectin type III domain-containing protein 3B OS=Homo sapiens GN=FNDC3B PE=1 SV=2 - [FND3B_HUMAN],1,0,0,0,3,1
Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 OS=Homo sapiens GN=GBF1 PE=1 SV=2 - [GBF1_HUMAN],1,0,0,0,3,1
Nucleolar protein 58 OS=Homo sapiens GN=NOP58 PE=1 SV=1 - [NOP58_HUMAN],3,0,1,0,9,3
Isoform 2 of Cytosol aminopeptidase OS=Homo sapiens GN=LAP3 - [AMPL_HUMAN],2,1,1,0,6,1
Histone H1.5 OS=Homo sapiens GN=HIST1H1B PE=1 SV=3 - [H15_HUMAN],2,3,1,4,6,4
"3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens GN=ACAA2 PE=1 SV=2 - [THIM_HUMAN]",2,0,1,2,6,4
Isoform 2 of Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens GN=HNRNPH3 - [HNRH3_HUMAN],3,3,2,2,9,4
"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Homo sapiens GN=DLST PE=1 SV=4 - [ODO2_HUMAN]",3,1,2,2,9,5
"14-3-3 protein gamma, N-terminally processed OS=Homo sapiens GN=YWHAG PE=2 SV=1 - [B4DE78_HUMAN]",2,4,2,1,6,2
Isoform 2 of Probable hydrolase PNKD OS=Homo sapiens GN=PNKD - [PNKD_HUMAN],1,3,1,0,3,2
Ras-related protein Rab-14 OS=Homo sapiens GN=RAB14 PE=1 SV=4 - [RAB14_HUMAN],1,3,1,1,3,3
40S ribosomal protein S5 OS=Homo sapiens GN=RPS5 PE=1 SV=4 - [RS5_HUMAN],1,2,1,2,3,2
EF-hand domain-containing family member A1 OS=Homo sapiens GN=EFHA1 PE=1 SV=2 - [EFHA1_HUMAN],1,1,1,1,3,1
Isoform 2 of Regulator of nonsense transcripts 1 OS=Homo sapiens GN=UPF1 - [RENT1_HUMAN],2,2,2,2,6,2
Basic leucine zipper and W2 domain-containing protein 1 OS=Homo sapiens GN=BZW1 PE=1 SV=1 - [BZW1_HUMAN],2,3,2,1,6,4
Isoform 2 of UDP-glucose:glycoprotein glucosyltransferase 1 OS=Homo sapiens GN=UGGT1 - [UGGG1_HUMAN],3,1,3,0,9,2
Glycine--tRNA ligase OS=Homo sapiens GN=GARS PE=1 SV=3 - [SYG_HUMAN],1,1,1,1,3,2
RuvB-like 2 OS=Homo sapiens GN=RUVBL2 PE=1 SV=3 - [RUVB2_HUMAN],1,4,1,8,3,10
60S ribosomal protein L18a OS=Homo sapiens GN=RPL18A PE=2 SV=1 - [B4DM74_HUMAN],1,1,1,1,3,3
"Pentatricopeptide repeat-containing protein 3, mitochondrial OS=Homo sapiens GN=PTCD3 PE=1 SV=3 - [PTCD3_HUMAN]",1,0,1,1,3,1
Protein flightless-1 homolog OS=Homo sapiens GN=FLII PE=4 SV=1 - [F5H407_HUMAN],1,0,1,2,3,2
Isoform 2 of U4/U6 small nuclear ribonucleoprotein Prp4 OS=Homo sapiens GN=PRPF4 - [PRP4_HUMAN],1,0,1,0,3,2
Isoform 2 of Cullin-4B OS=Homo sapiens GN=CUL4B - [CUL4B_HUMAN],1,0,1,0,3,5
MAGUK p55 subfamily member 6 OS=Homo sapiens GN=MPP6 PE=4 SV=1 - [B8ZZG1_HUMAN],1,0,1,0,3,1
